기관코드,기관명,시도,시군구,법정동,주소,유형,정원,물리치료사,작업치료사,요양보호사,사회복지사,간호사,지정일
14163000493,가연재활요양원,경기도,양주시,만송동,경기도 양주시 만삼로  54 (만송동),노인요양시설,60,0,0,21,3,0,20230901
14163000496,로뎀실버케어,경기도,양주시,장흥면,경기도 양주시 장흥면 가마골로100번길  68-26 (장흥면),노인요양시설,87,1,0,40,5,0,20231001
14163000497,마음숲시니어케어,경기도,양주시,백석읍,경기도 양주시 백석읍 부흥로1204번길  70-65 (백석읍),노인요양공동생활가정,9,0,0,2,1,0,20231001
14163000502,참좋은요양원,경기도,양주시,백석읍,경기도 양주시 백석읍 권율로847번길  10-19 (백석읍),노인요양시설,64,2,0,19,3,1,20231101
14163000506,해와달요양원,경기도,양주시,덕계동,"경기도 양주시 평화로  1426 6,7층 (덕계동, 영토빌딩)",노인요양시설,49,0,1,17,3,0,20231201
14163000508,다정마을요양원,경기도,양주시,광적면,경기도 양주시 광적면 부흥로  936-14 (광적면),노인요양시설,20,0,0,9,1,0,20231101
14163000509,나루재활요양원,경기도,양주시,삼숭동,경기도 양주시 고삼로  129-22 (삼숭동),노인요양시설,98,0,1,36,3,0,20231201
14163000510,우리사랑요양원,경기도,양주시,백석읍,경기도 양주시 백석읍 부흥로1086번길  20 (백석읍),노인요양시설,86,1,0,41,3,0,20231201
14163000517,서울스마트효요양원,경기도,양주시,장흥면,경기도 양주시 장흥면 가마골로  246-43 (장흥면),노인요양시설,83,0,1,34,3,0,20240201
14163000518,꽃밭에서 요양원,경기도,양주시,장흥면,경기도 양주시 장흥면 가마골로  246-40 (장흥면),노인요양시설,98,0,1,33,1,0,20240201
14163000523,더편한요양원,경기도,양주시,백석읍,경기도 양주시 백석읍 기산로  423-50 (백석읍),노인요양시설,49,1,0,9,1,0,20240401
14163000526,한마음 요양원,경기도,양주시,남방동,경기도 양주시 양주산성로164번길  29-27 (남방동),노인요양시설·치매전담실가형1실,24,0,0,18,5,0,20240401
14163000528,하늘궁돌봄요양원,경기도,양주시,장흥면,경기도 양주시 장흥면 권율로309번길  317-59 (장흥면),노인요양시설,49,1,0,14,1,0,20240501
14163000530,더 사임당 재활요양원,경기도,양주시,삼숭동,"경기도 양주시 고삼로  129-18 (삼숭동, 더 사임당 재활요양원)",노인요양시설,76,1,1,30,2,1,20240501
14163000537,조은요양원,경기도,양주시,율정동,경기도 양주시 율정로139번길  17 1층 (율정동),노인요양공동생활가정,9,0,0,5,0,0,20240701
14163000539,은빛요양원,경기도,양주시,덕계동,경기도 양주시 평화로  1412 3층 (덕계동),노인요양공동생활가정,9,0,0,4,1,0,20240701
14163000541,거북이요양원,경기도,양주시,장흥면,경기도 양주시 장흥면 가마골로  246-38 (장흥면),노인요양시설,93,0,1,43,1,0,20240701
14163000543,온누리요양원,경기도,양주시,장흥면,경기도 양주시 장흥면 가마골로  246-54 (장흥면),노인요양시설,99,0,1,25,3,0,20240801
14163000551,라파요양원,경기도,양주시,백석읍,경기도 양주시 백석읍 양주산성로  763-11 (백석읍),노인요양시설,99,0,1,37,3,0,20241101
14163000554,효자재활요양원,경기도,양주시,백석읍,경기도 양주시 백석읍 기산로440번길  78 (백석읍),노인요양시설,49,0,0,8,1,0,20250201
14163000555,연화실버요양원,경기도,양주시,산북동,"경기도 양주시 평화로  1167-56 (산북동, 연화실버요양원)",노인요양공동생활가정,9,0,0,3,0,0,20250201
14163000556,효사랑재활요양원(주),경기도,양주시,만송동,"경기도 양주시 만삼로  54-2 (만송동, 효사랑재활요양원(주))",노인요양시설,51,0,1,21,3,0,20250221
14163000558,마리스텔라실버케어,경기도,양주시,장흥면,경기도 양주시 장흥면 가마골로  246-31 (장흥면),노인요양시설,83,1,2,30,2,0,20250301
14163000561,현대푸른요양원,경기도,양주시,장흥면,경기도 양주시 장흥면 가마골로  246-16 (장흥면),노인요양시설,49,0,1,23,4,0,20250401
14163000563,핀란드의숲요양원,경기도,양주시,광사동,"경기도 양주시 부흥로  1936 401호 503호 (광사동, 다온프라자)",노인요양시설,49,1,0,22,2,0,20250501
14163000565,양주보금자리요양원,경기도,양주시,백석읍,"경기도 양주시 백석읍 중앙로223번길  123-21 (백석읍, 양주보금자리요양원)",노인요양시설,79,1,0,22,3,0,20251201
14163000568,효한마음재활요양센터,경기도,양주시,덕계동,경기도 양주시 고덕로  185 2층202호 (덕계동),노인요양공동생활가정,9,0,0,7,4,1,20250501
14163000570,기쁨요양원,경기도,양주시,덕계동,경기도 양주시 평화로1429번길  89-22 (덕계동),노인요양시설,42,0,0,9,1,0,20250501
14163000572,큰나무요양원,경기도,양주시,백석읍,"경기도 양주시 백석읍 양주산성로  838-49 (백석읍, 큰나무요양원)",노인요양시설,24,0,0,12,1,0,20250801
14163000573,라온요양원,경기도,양주시,만송동,"경기도 양주시 고삼로  62-5 (만송동, 라온요양원)",노인요양시설,49,0,1,19,3,1,20250601
14163000577,케어닥 너싱홈 옥정씨티요양원,경기도,양주시,만송동,"경기도 양주시 고삼로  62-11 (만송동, 케어닥 너싱홈 옥정씨티요양원)",노인요양시설,69,0,1,22,2,0,20250701
14163000580,사임당 재활 요양원,경기도,양주시,남방동,"경기도 양주시 양주산성로  73-12 (남방동, 사임당 재활 요양원)",노인요양시설,88,0,2,41,4,0,20250801
14163000583,아름다운 메디컬 요양원,경기도,양주시,장흥면,경기도 양주시 장흥면 가마골로  232-21 (장흥면),노인요양시설,173,0,2,34,3,0,20251013
14163000585,고운빛요양원,경기도,양주시,광사동,"경기도 양주시 고읍남로  6-14 2층 (광사동, 201호 고운빛요양원)",노인요양공동생활가정,9,0,0,4,0,0,20251201
14163000592,베스트재활요양원,경기도,양주시,백석읍,경기도 양주시 백석읍 양주산성로800번길  27 (백석읍),노인요양시설,98,1,1,36,3,2,20260101
14163000596,포레스트 재활 실버케어,경기도,양주시,장흥면,경기도 양주시 장흥면 가마골로147번길  45 (장흥면),노인요양시설,86,1,0,15,3,0,20260201
14163000605,행복한요양원 녹양역점,경기도,양주시,남방동,경기도 양주시 외미로20번길  34 (남방동),노인요양시설,99,1,0,8,2,0,20260401
14163000606,골드필드요양원,경기도,양주시,삼숭동,경기도 양주시 고삼로  129-9 (삼숭동),노인요양시설,46,0,0,4,1,0,20260401
14163000610,바라봄요양원,경기도,양주시,장흥면,경기도 양주시 장흥면 가마골로  246-24 (장흥면),노인요양시설,37,0,0,12,1,0,20260601
14165000009,가족처럼노인요양원,경기도,포천시,일동면,경기도 포천시 일동면 화동로  1648 (일동면),노인요양시설,29,0,0,14,0,0,20080624
14165000010,포천분도마을,경기도,포천시,자작동,경기도 포천시 자작로4길  71 (자작동),노인요양시설,48,1,0,18,3,0,20080624
14165000011,사회복지법인 효담전문요양원,경기도,포천시,가산면,경기도 포천시 가산면 부흥로  718 (가산면),노인요양시설,100,1,0,42,3,0,20080624
14165000018,모현노인요양원,경기도,포천시,신읍동,경기도 포천시 왕방로  210 (신읍동),노인요양시설,48,0,1,23,4,0,20080626
14165000021,우리집,경기도,포천시,소흘읍,경기도 포천시 소흘읍 무림2길  29-27 (소흘읍),노인요양공동생활가정,9,0,0,3,0,0,20080627
14165000035,소망의집,경기도,포천시,일동면,경기도 포천시 일동면 성장로  385 (일동면),노인요양시설,42,0,0,14,2,0,20080718
14165000043,선혜원,경기도,포천시,관인면,경기도 포천시 관인면 북원로641번길  28 (관인면),노인요양시설,26,0,0,0,0,0,20080801
14165000056,샬롬의집,경기도,포천시,일동면,경기도 포천시 일동면 윗갈기1길  87 (일동면),노인요양시설,29,0,0,8,1,1,20081231
14165000059,에덴동산요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 죽엽산로405번길  12 (소흘읍),노인요양공동생활가정,9,0,0,1,0,0,20090226
14165000072,포천효사랑,경기도,포천시,화현면,경기도 포천시 화현면 화동로432번길  16 (화현면),노인요양공동생활가정,9,0,0,0,0,0,20090703
14165000126,사랑의집,경기도,포천시,일동면,경기도 포천시 일동면 성장로  379-2 (일동면),노인요양시설,29,0,0,14,2,0,20120101
14165000128,사랑가득요양원,경기도,포천시,일동면,경기도 포천시 일동면 새낭로  56 (일동면),노인요양시설,28,0,0,14,1,0,20120106
14165000143,포천사랑마루,경기도,포천시,소흘읍,"경기도 포천시 소흘읍 송우로  80 (소흘읍, 황금프라자 8층)",노인요양시설,36,0,2,12,1,2,20120615
14165000148,소망공동체요양원,경기도,포천시,동교동,경기도 포천시 화합로262번길  58 (동교동),노인요양공동생활가정,9,0,0,4,0,0,20130128
14165000160,샬롬하우스요양원,경기도,포천시,가산면,경기도 포천시 가산면 시우동1길  65 (가산면),노인요양시설,19,0,0,7,1,0,20130416
14165000164,믿음의집,경기도,포천시,일동면,경기도 포천시 일동면 성장로  377-2 (일동면),노인요양시설,120,1,1,52,3,1,20130813
14165000168,광릉수목요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 광릉수목원로  845-92 (소흘읍),노인요양시설,29,0,0,12,2,0,20130927
14165000174,엘림요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 죽엽산로405번길  32 (소흘읍),노인요양공동생활가정,9,0,0,3,0,1,20131002
14165000182,선단동산돌노인요양공동생활가정,경기도,포천시,선단동,경기도 포천시 삼육사로  2055-53 (선단동),노인요양공동생활가정,9,0,0,3,1,0,20140410
14165000191,로뎀요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 무봉로  109 (소흘읍),노인요양공동생활가정,9,0,0,3,0,0,20140702
14165000201,마음과마음노인전문요양원,경기도,포천시,이동면,경기도 포천시 이동면 화동로2419번길  3 (이동면),노인요양시설,29,0,0,5,0,0,20141127
14165000203,웰케어노인요양원,경기도,포천시,군내면,경기도 포천시 군내면 청군로  2813-27 (군내면),노인요양시설,25,0,0,11,2,0,20141128
14165000206,천사의집,경기도,포천시,영북면,경기도 포천시 영북면 호국로3791번길  67-26 (영북면),노인요양시설,26,0,0,13,1,0,20150205
14165000218,행복실버홈,경기도,포천시,신북면,경기도 포천시 신북면 면암길  89 (신북면),노인요양공동생활가정,6,0,0,0,0,0,20150623
14165000220,포천삼부요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 죽엽산로196번길  96 (소흘읍),노인요양시설,49,1,0,22,3,0,20150811
14165000227,햇빛요양원,경기도,포천시,선단동,"경기도 포천시 호국로  959 A동동다호호 (선단동, 엘카운티)",노인요양시설,24,0,0,11,1,0,20160126
14165000237,휴사랑요양원,경기도,포천시,자작동,경기도 포천시 자작로2길  25-14 (자작동),노인요양시설,24,0,0,7,1,0,20160613
14165000239,노블레스 요양원,경기도,포천시,신북면,경기도 포천시 신북면 포천로2337번길  38-21 1층 (신북면),노인요양공동생활가정,9,0,0,4,0,0,20160721
14165000245,유황수목원요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 이곡길  149 (소흘읍),노인요양시설,49,1,0,20,3,0,20161101
14165000251,행복의집,경기도,포천시,일동면,경기도 포천시 일동면 성장로  379-1 (일동면),노인요양시설,29,0,0,12,1,0,20170126
14165000265,사랑요양원,경기도,포천시,가산면,경기도 포천시 가산면 가산로309번길  23-10 (가산면),노인요양공동생활가정,9,0,0,4,0,0,20170710
14165000271,연세실버전문요양원,경기도,포천시,소흘읍,"경기도 포천시 소흘읍 송우로  80 7층 (소흘읍, 황금프라자)",노인요양시설,50,0,1,16,2,0,20171101
14165000276,조은요양원,경기도,포천시,신읍동,경기도 포천시 중앙로  45 (신읍동),노인요양시설,29,0,0,13,1,0,20180123
14165000283,더 편한 요양원,경기도,포천시,영중면,경기도 포천시 영중면 성장로55번길  42 (영중면),노인요양시설,21,0,0,5,1,0,20180730
14165000303,초록마을요양센터,경기도,포천시,화현면,경기도 포천시 화현면 금강로  3645-53 (화현면),노인요양시설,71,0,0,10,1,0,20190829
14165000333,한울요양원,경기도,포천시,이동면,경기도 포천시 이동면 화동로  2301 (이동면),노인요양시설,90,0,1,40,1,0,20210201
14165000335,서울베스트케어,경기도,포천시,소흘읍,경기도 포천시 소흘읍 광릉수목원로  1159-1 (소흘읍),노인요양시설,99,1,0,48,5,0,20210401
14165000338,축복VIP요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 광릉수목원로  1159-3 (소흘읍),노인요양시설,99,0,1,46,2,0,20210405
14165000339,드림시니어케어,경기도,포천시,소흘읍,경기도 포천시 소흘읍 광릉수목원로  1159-2 (소흘읍),노인요양시설,99,0,1,47,3,0,20210416
14165000346,진달래요양원,경기도,포천시,신북면,경기도 포천시 신북면 삼성당4길  24-97 (신북면),노인요양시설,25,0,0,5,1,0,20210601
14165000347,쉼터한울요양원,경기도,포천시,자작동,경기도 포천시 자작로2길  67 (자작동),노인요양시설,49,0,1,23,2,0,20210601
14165000350,포천무지개요양원,경기도,포천시,군내면,경기도 포천시 군내면 어가길  139-3 (군내면),노인요양공동생활가정,9,0,0,3,1,0,20210701
14165000351,낙원의집,경기도,포천시,일동면,경기도 포천시 일동면 성장로  379-2 (일동면),노인요양시설,99,0,2,30,2,0,20210720
14165000354,한마음재활요양원,경기도,포천시,화현면,경기도 포천시 화현면 화동로402번길  26 (화현면),노인요양시설,40,0,0,15,2,0,20210901
14165000356,에이원요양원,경기도,포천시,소흘읍,"경기도 포천시 소흘읍 송우로  76 5층 (소흘읍, 랜드프라자)",노인요양시설,26,0,0,12,2,0,20210901
14165000357,루디아요양원,경기도,포천시,영중면,경기도 포천시 영중면 양문로1길  34 (영중면),노인요양공동생활가정,9,0,0,3,0,0,20210901
14165000360,포천VIP요양원,경기도,포천시,신북면,경기도 포천시 신북면 중앙로405번길  31-1 (신북면),노인요양시설,49,0,1,23,3,0,20211101
14165000368,늘샘요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 죽엽산로  502-36 (소흘읍),노인요양시설,82,0,1,18,2,1,20220501
14165000369,간호전문한결요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 송우로  79 7층 (소흘읍),노인요양시설,29,0,0,16,2,2,20220501
14165000370,재활플러스요양원,경기도,포천시,소흘읍,"경기도 포천시 소흘읍 송우로  61 3층 (소흘읍, 삼원프라자)",노인요양시설,29,0,0,14,1,0,20220701
14165000377,평화의집,경기도,포천시,일동면,경기도 포천시 일동면 성장로  377 (일동면),노인요양시설,29,0,0,9,1,0,20220901
14165000378,포천효경원요양원,경기도,포천시,관인면,경기도 포천시 관인면 북원로  542 (관인면),노인요양시설,28,0,0,13,2,0,20221001
14165000379,솔모루요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 죽엽산로35번길  36-13 (소흘읍),노인요양시설,84,1,1,40,3,0,20221201
14165000380,우리가족요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 죽엽산로35번길  36-25 (소흘읍),노인요양시설,84,1,0,39,2,0,20230101
14165000383,다올재활실버케어,경기도,포천시,소흘읍,경기도 포천시 소흘읍 광릉수목원로  1163 (소흘읍),노인요양시설,85,0,1,40,2,1,20230116
14165000384,다올건강실버케어,경기도,포천시,소흘읍,경기도 포천시 소흘읍 광릉수목원로  1165 B동 (소흘읍),노인요양시설,85,0,1,28,2,0,20230116
14165000392,예담요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 죽엽산로196번길  100-1 (소흘읍),노인요양시설,41,0,1,12,2,0,20230424
14165000393,서울굿케어힐링센터,경기도,포천시,소흘읍,경기도 포천시 소흘읍 광릉수목원로  689 (소흘읍),노인요양시설,71,1,0,33,3,0,20230501
14165000394,서울굿케어힐링하우스,경기도,포천시,소흘읍,경기도 포천시 소흘읍 광릉수목원로  691 (소흘읍),노인요양시설,71,1,0,34,3,1,20230501
14165000401,행복한요양원,경기도,포천시,내촌면,경기도 포천시 내촌면 금강로  2243 (내촌면),노인요양공동생활가정,9,0,0,3,0,0,20230801
14165000403,늘기쁨요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 죽엽산로  560 (소흘읍),노인요양공동생활가정,9,0,0,0,0,0,20230803
14165000412,햇살가득요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 무란길  23-76 (소흘읍),노인요양시설,49,0,0,0,0,0,20231201
14165000413,우리요양원,경기도,포천시,소흘읍,"경기도 포천시 소흘읍 송우로  65 (소흘읍, 메듀파크 4층)",노인요양시설,29,0,0,14,1,0,20240101
14165000414,프렌즈,경기도,포천시,소흘읍,경기도 포천시 소흘읍 이곡1길  33 (소흘읍),노인요양공동생활가정,9,0,0,0,0,0,20240101
14165000425,효심요양원,경기도,포천시,내촌면,경기도 포천시 내촌면 금강로  2527 (내촌면),노인요양시설,29,0,0,14,2,0,20241001
14165000426,참조은요양원,경기도,포천시,신읍동,"경기도 포천시 중앙로197번길  17 5,6층 (신읍동)",노인요양시설,27,0,0,13,2,0,20241001
14165000427,효원요양원1호점,경기도,포천시,소흘읍,경기도 포천시 소흘읍 송우로  73 7층 (소흘읍),노인요양공동생활가정,9,0,0,0,0,0,20241001
14165000428,효원요양원2호점,경기도,포천시,소흘읍,경기도 포천시 소흘읍 송우로  73 7층 (소흘읍),노인요양공동생활가정,9,0,0,0,0,0,20241001
14165000435,천사마을요양원,경기도,포천시,영북면,경기도 포천시 영북면 산정호수로  344 (영북면),노인요양시설,21,0,0,7,1,0,20241201
14165000436,산정호수노인요양센터,경기도,포천시,영북면,경기도 포천시 영북면 산정호수로  344 (영북면),노인요양시설,95,0,0,39,3,1,20241201
14165000437,미소실버요양원,경기도,포천시,신북면,경기도 포천시 신북면 중앙로207번길  30 (신북면),노인요양시설,29,0,0,13,3,0,20241201
14165000439,벧엘실버요양원,경기도,포천시,내촌면,"경기도 포천시 내촌면 금강로3029번길  3 (내촌면, 벧엘실버요양원)",노인요양시설,29,0,0,8,2,0,20250101
14165000440,안다미로요양원,경기도,포천시,신읍동,경기도 포천시 원모루로2길  58 (신읍동),노인요양시설,75,1,0,27,3,0,20250101
14165000441,에이스케어요양원,경기도,포천시,영북면,"경기도 포천시 영북면 호국로3497번길  11 (영북면, 에이스케어요양원)",노인요양시설,19,0,0,0,0,0,20250101
14165000443,정혜요양원,경기도,포천시,군내면,경기도 포천시 군내면 청군로2916번길  18 (군내면),노인요양시설,75,0,1,24,2,0,20250401
14165000449,송우해오름요양원,경기도,포천시,동교동,경기도 포천시 동교로  15-30 (동교동),노인요양시설,14,0,0,7,1,0,20250509
14165000451,실버트리요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 송우로  65 8층 (소흘읍),노인요양공동생활가정,9,0,0,4,0,0,20250601
14165000454,효인요양원,경기도,포천시,소흘읍,"경기도 포천시 소흘읍 태봉로  138 8층 (소흘읍, 희성프라자)",노인요양시설,29,0,0,12,0,0,20250801
14165000457,바른나무요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 송우로  76 7층 (소흘읍),노인요양시설,26,0,0,12,2,0,20250901
14165000461,마루요양원,경기도,포천시,영북면,경기도 포천시 영북면 호국로  3574 3층 (영북면),노인요양공동생활가정,9,0,0,1,0,0,20251001
14165000463,축석요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 무란길  23-46 (소흘읍),노인요양시설,49,0,1,20,2,0,20251101
14165000465,사임당요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 송우로  62 4층 (소흘읍),노인요양시설,28,0,0,14,1,0,20251201
14165000472,선혜원,경기도,포천시,관인면,경기도 포천시 관인면 북원로641번길  28 (관인면),노인요양시설,26,0,0,0,0,0,20260601
14165000473,늘기쁨요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 죽엽산로  560 (소흘읍),노인요양공동생활가정,9,0,0,4,0,0,20260601
14165000476,햇살가득요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 무란길  23-76 (소흘읍),노인요양시설,49,0,0,0,0,0,20260601
14165000477,간호전문온결요양원,경기도,포천시,소흘읍,경기도 포천시 소흘읍 송우로132번길  9 (소흘읍),노인요양시설,29,0,0,0,0,0,20260601
14165000478,효원요양원1호점,경기도,포천시,소흘읍,경기도 포천시 소흘읍 송우로  73 7층701호 (소흘읍),노인요양공동생활가정,9,0,0,0,0,0,20260601
14165000479,효원요양센터2호점,경기도,포천시,소흘읍,경기도 포천시 소흘읍 송우로  73 7층702호 (소흘읍),노인요양공동생활가정,9,0,0,3,2,0,20260601
14167000115,대신노인요양시설소호의집,경기도,여주시,대신면,경기도 여주시 대신면 여양1로  144 (대신면),노인요양시설,25,0,0,12,2,0,20140129
14167000121,늘사랑노인요양공동생활가정,,,,경기도 여주시 강천면 원양1로  774 (강천면),노인요양공동생활가정,9,0,0,4,0,0,20150126
14167000124,성화노인요양원,,,,경기도 여주시 점동면 건장이길  53-18 (점동면),노인요양공동생활가정,9,0,0,2,1,0,20150319
14167000126,주구양요양원,경기도,여주시,세종대왕면,경기도 여주시 세종대왕면 구양2길  102 (세종대왕면),노인요양공동생활가정,9,0,0,3,1,0,20160301
14167000129,행복요양원,,,,경기도 여주시 흥천면 시광길  28 (흥천면),노인요양공동생활가정,9,0,0,3,0,0,20170207
14167000135,너싱홈 돌체,,,,경기도 여주시 가남읍 신대동길  2-41 (가남읍),노인요양시설,30,0,0,13,1,0,20180301
14167000161,사랑이가득한 요양원,경기도,여주시,매룡동,경기도 여주시 명성로  342-39 (매룡동),노인요양시설,44,1,0,22,4,0,20200805
14167000163,파블러스요양원,경기도,여주시,교동,경기도 여주시 교동로  73 (교동),노인요양시설,49,0,0,0,0,0,20200925
14167000168,금사농협요양원,,,,경기도 여주시 산북면 용담1길  33-38 (산북면),노인요양시설,28,0,0,13,2,1,20210114
14167000170,여주드림의 집(공동생활가정),경기도,여주시,천송동,"경기도 여주시 여양로233번길  5-14 2층 (천송동, 천송한의원)",노인요양공동생활가정,9,0,0,6,1,0,20210531
14167000174,미소가득한요양원,경기도,여주시,점봉동,경기도 여주시 세종로517번길  7-8 (점봉동),노인요양시설,20,0,0,10,1,0,20210928
14167000175,여주가족사랑요양원,,,,경기도 여주시 강천면 마감로  117-60 (강천면),노인요양시설,27,0,0,13,3,0,20211224
14167000182,여주요양원,경기도,여주시,홍문동,"경기도 여주시 세종로79번길  8 5층501호 (홍문동, 월드피아2040)",노인요양시설,49,1,0,19,3,0,20230401
14167000186,더실버하우스 요양원,경기도,여주시,세종대왕면,경기도 여주시 세종대왕면 백석1길  30-15 (세종대왕면),노인요양공동생활가정,9,0,0,3,1,0,20230901
14167000209,시애노전문요양센터,,,,경기도 여주시 북내면 도예로  361-30 (북내면),노인요양시설,118,2,1,56,4,0,20250228
14167000210,여주 시온의 집,,,,경기도 여주시 북내면 서원2길  37 (북내면),노인요양시설,22,0,0,9,2,0,20250601
14173000004,에덴의집,경기도,여주시,대신면,경기도 여주시 대신면 여양로  1145-30 (대신면),노인요양시설,29,0,0,14,2,0,20080523
14173000008,소망의집,,,,경기도 여주시 북내면 중암1길  59 (북내면),노인요양시설,18,0,0,6,1,0,20080602
14173000009,희망의집,,,,경기도 여주시 금사면 이여로  1213-21 (금사면),노인요양시설,20,0,0,10,1,0,20080602
14173000022,천사의집,,,,경기도 여주시 가남읍 은봉리 615번지 ,노인요양시설,26,0,0,11,2,0,20080610
14173000027,우리노인전문요양원,경기도,여주시,세종대왕면,경기도 여주시 세종대왕면 중부대로  2806-3 (세종대왕면),노인요양시설,85,0,1,41,4,0,20080618
14173000028,은빛고운마을,,,,경기도 여주시 점동면 장여로  987-43 (점동면),노인요양공동생활가정,9,0,0,4,0,0,20080620
14173000067,대진요양시설,,,,경기도 여주시 강천면 강천로  702 (강천면),노인요양시설,199,2,2,93,8,1,20090910
14173000070,예뜰요양원,,,,경기도 여주시 북내면 좌암2길  66 (북내면),노인요양시설,21,0,0,10,2,0,20090915
14173000072,신륵사노인요양원,경기도,여주시,천송동,경기도 여주시 신륵로  112-32 (천송동),노인요양시설,29,0,0,15,3,1,20091211
14173000090,해듬요양원,,,,경기도 여주시 산북면 용담1길  32-44 (산북면),노인요양시설,29,0,0,12,2,0,20120210
14173000094,우리노인요양원,경기도,여주시,세종대왕면,경기도 여주시 세종대왕면 중부대로  2806-4 (세종대왕면),노인요양시설,80,1,0,37,3,0,20120817
14173000102,희망요양원,,,,경기도 여주시 금사면 이여로  1213-21 (금사면),노인요양공동생활가정,9,0,0,0,0,0,20130402
14173000107,베데스다요양원,경기도,여주시,오학동,경기도 여주시 도예로  113-14 (오학동),노인요양시설,20,0,0,11,2,0,20130801
14180000004,은혜마을,경기도,연천군,전곡읍,경기도 연천군 전곡읍 전은길  184-40 (전곡읍),노인요양시설,90,0,1,40,3,0,20080526
14180000009,겸손의 집,경기도,연천군,전곡읍,경기도 연천군 전곡읍 현문로312번길  24 (전곡읍),노인요양시설,49,1,0,23,2,0,20080625
14180000013,등대마을,경기도,연천군,연천읍,경기도 연천군 연천읍 연천로335번길  84-50 (연천읍),노인요양시설,15,0,0,0,0,0,20080704
14180000071,시온요양원,경기도,연천군,군남면,경기도 연천군 군남면 청정로2267번길  17 (군남면),노인요양시설,27,0,0,13,1,0,20150428
14180000087,로뎀요양원,경기도,연천군,전곡읍,경기도 연천군 전곡읍 밤골로  53 2층 (전곡읍),노인요양시설,36,0,0,13,3,0,20170101
14180000103,새비전노인요양공동생활가정,경기도,연천군,전곡읍,경기도 연천군 전곡읍 온골로  7 1층 (전곡읍),노인요양공동생활가정,9,0,0,3,0,0,20191218
14180000121,희망실버요양원,경기도,연천군,전곡읍,경기도 연천군 전곡읍 전곡로  32 (전곡읍),노인요양시설,26,0,0,11,1,0,20231101
14180000122,파인트리골든케어,경기도,연천군,청산면,경기도 연천군 청산면 청신로  283 (청산면),노인요양시설,99,1,0,32,2,0,20231227
14180000131,샤론숲요양원,경기도,연천군,장남면,경기도 연천군 장남면 장백로330번길  137-30 (장남면),노인요양공동생활가정,9,0,0,2,1,0,20250501
14180000132,베이스캠프,경기도,연천군,전곡읍,경기도 연천군 전곡읍 평화로861번길  115 (전곡읍),노인요양시설,16,0,0,8,2,0,20251001
14182000006,샘물복지타운,경기도,가평군,상면,경기도 가평군 상면 물골길  441-129 (상면),노인요양시설,29,0,0,10,1,1,20080611
14182000010,백둔리상신노인전문요양원,경기도,가평군,북면,경기도 가평군 북면 백둔로  380-102 (북면),노인요양시설,29,0,0,14,3,0,20080619
14182000011,열린복지랜드 웰빙요양원,경기도,가평군,설악면,경기도 가평군 설악면 유명로  1906-22 (설악면),노인요양시설,48,0,0,4,1,0,20080619
14182000012,가평꽃동네노인요양시설(평화의집),경기도,가평군,조종면,경기도 가평군 조종면 꽃동네길  52 (조종면),노인요양시설,99,2,0,34,2,0,20080626
14182000014,가평사랑의요양원,경기도,가평군,가평읍,경기도 가평군 가평읍 태봉두밀로  525-137 (가평읍),노인요양시설,28,0,0,7,2,0,20080630
14182000018,한솔너싱홈청평센터,경기도,가평군,청평면,경기도 가평군 청평면 북한강로  2070 (청평면),노인요양시설,75,1,0,21,3,1,20080812
14182000046,이레요양원,경기도,가평군,설악면,경기도 가평군 설악면 유명로  1277-26 (설악면),노인요양시설,15,0,0,6,2,0,20111103
14182000062,노인요양 생명의빛,경기도,가평군,상면,경기도 가평군 상면 기와집길  10 (상면),노인요양공동생활가정,9,0,0,4,0,0,20140610
14182000099,설악양지노인요양원,경기도,가평군,설악면,경기도 가평군 설악면 유명로  2285 (설악면),노인요양시설·치매전담실가형1실,17,0,0,14,2,0,20191108
14182000104,해암요양원,경기도,가평군,청평면,경기도 가평군 청평면 경춘로  706 (청평면),노인요양시설,49,1,0,22,3,0,20200701
14182000108,정다운요양원,경기도,가평군,조종면,경기도 가평군 조종면 운악청계로491번길  106 (조종면),노인요양시설,23,0,0,10,2,0,20210316
14182000121,우남 휴 드림케어,경기도,가평군,설악면,경기도 가평군 설악면 유명로  1808-20 (설악면),노인요양시설,84,1,0,28,3,1,20230220
