기관코드,기관명,시도,시군구,법정동,주소,유형,정원,물리치료사,작업치료사,요양보호사,사회복지사,간호사,지정일
11111000006,청운노인요양원,서울특별시,종로구,구기동,서울특별시 종로구 비봉길  76 (구기동),노인요양시설,38,1,0,18,2,1,20080625
11111000056,인자인케어센터,서울특별시,종로구,평창동,서울특별시 종로구 평창17길  26 (평창동),노인요양시설,42,1,0,20,3,0,20100701
11111000060,평창동시니어센터,서울특별시,종로구,평창동,서울특별시 종로구 평창15길  10 (평창동),노인요양시설,68,1,0,37,1,2,20101125
11111000068,아름다운뜰안에 요양원,서울특별시,종로구,평창동,서울특별시 종로구 평창21길  70 (평창동),노인요양시설,38,1,0,20,2,0,20110816
11111000076,서울여자간호대학교 휴먼캐슬,서울특별시,종로구,평창동,서울특별시 종로구 평창길  318 (평창동),노인요양시설,38,0,1,17,2,2,20130530
11111000078,세검정실버홈,서울특별시,종로구,평창동,서울특별시 종로구 평창2길  5 (평창동),노인요양시설,23,0,0,11,1,0,20140208
11111000087,해피움시니어스타워(종로점),서울특별시,종로구,홍지동,서울특별시 종로구 홍지문길  29 (홍지동),노인요양시설,77,0,0,1,0,0,20150817
11111000088,아름다운실버홈,서울특별시,종로구,평창동,서울특별시 종로구 평창길  123 (평창동),노인요양공동생활가정,9,0,0,8,0,0,20151208
11111000135,아름다운재활요양원,서울특별시,종로구,평창동,서울특별시 종로구 평창25길  8 (평창동),노인요양시설,58,2,0,29,2,0,20230315
11111000155,아름다운시니어스 요양원,서울특별시,종로구,홍지동,서울특별시 종로구 홍지문길  29 (홍지동),노인요양시설,77,1,1,55,4,1,20260501
11114000030,남산실버복지센터,서울특별시,중구,신당동,서울특별시 중구 동호로5길  189 (신당동),노인요양시설,14,0,0,7,3,0,20100202
11114000040,구립중구노인요양센터,서울특별시,중구,장충동2가,서울특별시 중구 필동로  96 (장충동2가),노인요양시설,61,1,0,28,2,1,20120928
11117000054,구립용산노인전문요양원,서울특별시,용산구,효창동,서울특별시 용산구 효창원로93길  51 (효창동),노인요양시설,91,1,0,42,3,7,20101030
11117000092,구립한남노인요양원,서울특별시,용산구,한남동,서울특별시 용산구 독서당로  103 (한남동),노인요양시설,81,1,0,38,4,0,20140901
11120000010,시립동부노인전문요양센터,서울특별시,성동구,홍익동,서울특별시 성동구 마장로23길  12 (홍익동),노인요양시설·치매전담실가형1실·치매전담실가형2실·치매전담실가형3실·치매전담실가형4실·치매전담실가형5실·치매전담실가형6실·치매전담실가형7실·치매전담실가형8실,168,3,3,145,8,16,20080619
11120000056,한마음너싱홈,서울특별시,성동구,용답동,서울특별시 성동구 용답중앙길  91 (용답동),노인요양공동생활가정,9,0,0,4,0,0,20091102
11120000065,금호노인요양원,서울특별시,성동구,금호동4가,"서울특별시 성동구 금호로  45 B2,201,301호 (금호동4가)",노인요양시설,46,1,0,20,2,2,20100301
11120000093,이암요양원,서울특별시,성동구,상왕십리동,"서울특별시 성동구 마장로  125 (상왕십리동, 천리혜성교회 5층,6층)",노인요양시설,49,0,1,15,1,0,20120810
11120000110,서울숲 요양원,서울특별시,성동구,성수동2가,"서울특별시 성동구 뚝섬로  401-2 4층 (성수동2가, 일산빌딩)",노인요양공동생활가정,9,0,0,3,0,0,20140411
11120000126,서울숲재활요양원,서울특별시,성동구,성수동2가,서울특별시 성동구 뚝섬로  401-2 3층층 (성수동2가),노인요양공동생활가정,9,0,0,3,0,0,20151001
11120000180,송정요양원,서울특별시,성동구,행당동,서울특별시 성동구 고산자로8길  5 (행당동),노인요양시설,49,0,1,22,3,0,20220525
11120000190,금호무지개요양원,서울특별시,성동구,금호동2가,서울특별시 성동구 금호로13길  17 (금호동2가),노인요양공동생활가정,9,0,0,4,0,0,20221230
11121500005,광진소규모요양시설,서울특별시,광진구,구의동,서울특별시 광진구 자양로51길  11-25 (구의동),노인요양시설,29,0,0,13,1,1,20080609
11121500009,사랑이있는집노인요양공동생활가정,서울특별시,광진구,중곡동,서울특별시 광진구 용마산로8마길  7-10 (중곡동),노인요양공동생활가정,9,0,0,4,0,1,20080618
11121500093,실버밸리노인요양공동생활가정,서울특별시,광진구,자양동,"서울특별시 광진구 자양로  65 2층 (자양동, 화성빌딩)",노인요양공동생활가정,9,0,0,0,0,0,20100301
11121500095,광진노인보호센터,서울특별시,광진구,자양동,서울특별시 광진구 뚝섬로58길  13 (자양동),노인요양공동생활가정,9,0,0,4,1,0,20100301
11121500101,광진한울촌노인요양시설,서울특별시,광진구,군자동,서울특별시 광진구 군자로  79 (군자동),노인요양시설,93,1,0,46,1,1,20100301
11121500112,밝은요양원,서울특별시,광진구,중곡동,서울특별시 광진구 긴고랑로  12 4층 (중곡동),노인요양공동생활가정,9,0,0,3,1,1,20100625
11121500118,므두셀라실버타운,서울특별시,광진구,중곡동,서울특별시 광진구 능동로  360 (중곡동),노인요양시설,39,0,1,19,1,0,20100903
11121500142,워커힐실버타운,서울특별시,광진구,구의동,서울특별시 광진구 워커힐로  93 (구의동),노인요양시설,122,2,0,58,5,8,20111020
11121500148,광진원광실버센터,서울특별시,광진구,구의동,서울특별시 광진구 아차산로63길  35 (구의동),노인요양시설,15,0,0,9,1,0,20120316
11121500196,성동실버케어요양원,서울특별시,광진구,자양동,서울특별시 광진구 뚝섬로  613 4층층 (자양동),노인요양공동생활가정,9,0,0,3,0,0,20151001
11121500260,노블레스요양원2,서울특별시,광진구,중곡동,서울특별시 광진구 용마산로  105 2층 (중곡동),노인요양공동생활가정,9,0,0,3,0,0,20191019
11121500268,워커힐케어센터1,서울특별시,광진구,광장동,"서울특별시 광진구 아차산로  634 6, 7층 (광장동)",노인요양시설,78,1,0,35,3,0,20191101
11121500269,워커힐케어센터2,서울특별시,광진구,광장동,서울특별시 광진구 아차산로  634 5층 (광장동),노인요양시설,39,1,0,19,2,0,20191101
11121500271,노블레스요양원1,서울특별시,광진구,중곡동,서울특별시 광진구 용마산로  105 3층 (중곡동),노인요양공동생활가정,9,0,0,3,0,0,20191211
11121500282,광진늘푸른요양원,서울특별시,광진구,자양동,서울특별시 광진구 뚝섬로  613 6층 (자양동),노인요양공동생활가정,9,0,0,3,1,0,20201023
11121500294,사랑재 요양원,서울특별시,광진구,구의동,서울특별시 광진구 자양로  188 (구의동),노인요양시설,74,0,1,35,3,1,20210801
11121500303,중곡요양원,서울특별시,광진구,중곡동,서울특별시 광진구 면목로  203 3층 (중곡동),노인요양공동생활가정,9,0,0,3,0,0,20220501
11123000008,유자원,서울특별시,동대문구,휘경동,서울특별시 동대문구 망우로  82 (휘경동),노인요양시설,120,2,0,57,3,5,20080611
11123000009,은천요양원,서울특별시,동대문구,장안동,서울특별시 동대문구 장한로27가길  53 (장안동),노인요양시설,46,1,0,15,3,1,20080619
11123000022,은천노인요양센터,서울특별시,동대문구,장안동,서울특별시 동대문구 장한로27가길  66 (장안동),노인요양시설,38,1,0,18,1,1,20080630
11123000061,은파요양원,서울특별시,동대문구,답십리동,"서울특별시 동대문구 한천로  77 (답십리동, 일신빌딩 3층)",노인요양공동생활가정,9,0,0,3,0,0,20090707
11123000090,은나무요양원,서울특별시,동대문구,답십리동,"서울특별시 동대문구 한천로  77 (답십리동, 일신빌딩 3층)",노인요양공동생활가정,9,0,0,3,0,0,20100301
11123000113,한사랑실버케어요양원,서울특별시,동대문구,장안동,서울특별시 동대문구 장한로28길  56 (장안동),노인요양시설,29,0,0,14,1,0,20101208
11123000284,서울팔팔요양원,서울특별시,동대문구,제기동,서울특별시 동대문구 고산자로  476 5층 (제기동),노인요양공동생활가정,9,0,0,3,0,0,20180601
11123000285,서울백세요양원,서울특별시,동대문구,제기동,서울특별시 동대문구 고산자로  476 5층 (제기동),노인요양공동생활가정,9,0,0,3,0,0,20180601
11123000292,정든요양원,서울특별시,동대문구,제기동,서울특별시 동대문구 제기로  72 4층 (제기동),노인요양공동생활가정,9,0,0,4,1,0,20181002
11123000303,평화요양원,서울특별시,동대문구,제기동,서울특별시 동대문구 제기로  72 3층 (제기동),노인요양공동생활가정,9,0,0,4,0,0,20190601
11123000332,성창요양원,서울특별시,동대문구,답십리동,서울특별시 동대문구 한천로37길  23 4층 (답십리동),노인요양공동생활가정,9,0,0,4,0,0,20200501
11123000347,맑은샘요양원,서울특별시,동대문구,답십리동,서울특별시 동대문구 한천로37길  19 2층 (답십리동),노인요양공동생활가정,9,0,0,3,0,0,20210201
11123000371,소망요양원,서울특별시,동대문구,답십리동,서울특별시 동대문구 한천로37길  19 4층 (답십리동),노인요양공동생활가정,9,0,0,3,1,0,20220324
11123000373,홍릉요양원,서울특별시,동대문구,제기동,서울특별시 동대문구 제기로  72 5층 (제기동),노인요양공동생활가정,9,0,0,4,1,0,20220415
11123000375,경동노인요양원,서울특별시,동대문구,제기동,서울특별시 동대문구 약령시로  122-5 4~6층 (제기동),노인요양공동생활가정,9,0,0,3,0,0,20220405
11123000376,경동노인요양원2,서울특별시,동대문구,제기동,서울특별시 동대문구 약령시로  122-5 1~3층 (제기동),노인요양공동생활가정,9,0,0,3,0,0,20220405
11123000377,보은요양원,서울특별시,동대문구,전농동,서울특별시 동대문구 한천로  213 4층 (전농동),노인요양공동생활가정,9,0,0,4,1,0,20220401
11123000381,시립동대문실버케어센터,서울특별시,동대문구,답십리동,서울특별시 동대문구 황물로  12 (답십리동),노인요양시설·치매전담실가형1실·치매전담실가형2실·치매전담실가형3실,40,2,0,54,5,6,20220517
11123000383,메디컬요양원,서울특별시,동대문구,청량리동,"서울특별시 동대문구 약령시로  124 2, 4~10층 (청량리동)",노인요양시설,49,0,1,22,3,0,20220808
11123000387,안암고운너싱홈,서울특별시,동대문구,제기동,서울특별시 동대문구 제기로  8 (제기동),노인요양시설,25,1,0,16,3,2,20230214
11123000404,우리집요양원,서울특별시,동대문구,제기동,서울특별시 동대문구 제기로  72 2층 (제기동),노인요양공동생활가정,9,0,0,4,0,0,20240718
11123000427,미소지움요양원,서울특별시,동대문구,답십리동,서울특별시 동대문구 한천로37길  19 (답십리동),노인요양공동생활가정,9,0,0,0,0,0,20250901
11123000430,윤화요양원,서울특별시,동대문구,답십리동,서울특별시 동대문구 한천로37길  23 2층 (답십리동),노인요양공동생활가정,9,0,0,3,1,0,20251010
11123000432,도우누리편안한요양원,서울특별시,동대문구,답십리동,서울특별시 동대문구 한천로37길  19 5층 (답십리동),노인요양공동생활가정,9,0,0,3,0,0,20251210
11123000435,오월의숲요양원,,,,서울특별시 동대문구 한천로  207 (전농동),노인요양시설,130,0,0,9,2,0,20260423
11123000438,미소지움요양원,서울특별시,동대문구,답십리동,서울특별시 동대문구 한천로37길  19 3층 (답십리동),노인요양공동생활가정,9,0,0,3,1,0,20260526
11126000011,서울꽃동네신내노인요양원,서울특별시,중랑구,신내동,서울특별시 중랑구 신내로  194 (신내동),노인요양시설,200,2,0,87,7,3,20080623
11126000036,로뎀노인요양공동생활가정,서울특별시,중랑구,묵동,"서울특별시 중랑구 동일로169길  40 (묵동, 순창빌딩 2,3층)",노인요양공동생활가정,9,0,0,4,0,0,20081020
11126000074,동우너싱홈,서울특별시,중랑구,망우동,서울특별시 중랑구 망우로  422 6층 (망우동),노인요양공동생활가정,9,0,0,4,0,0,20090623
11126000111,유린원광노인요양원,서울특별시,중랑구,신내동,서울특별시 중랑구 신내로  56 (신내동),노인요양시설,87,1,0,40,3,2,20100301
11126000113,효원요양원A,서울특별시,중랑구,상봉동,"서울특별시 중랑구 상봉중앙로1길  12 (상봉동, 세광빌딩3층)",노인요양공동생활가정,9,0,0,4,0,0,20100301
11126000118,축복재가장기노인요양원,서울특별시,중랑구,면목동,"서울특별시 중랑구 용마산로  389 (면목동, 석주빌딩4층)",노인요양공동생활가정,9,0,0,3,1,0,20100312
11126000162,한세노인복지센터,서울특별시,중랑구,신내동,"서울특별시 중랑구 신내로  50-5 (신내동, 3층)",노인요양시설,36,0,1,17,2,0,20110328
11126000218,면목요양원,서울특별시,중랑구,면목동,서울특별시 중랑구 상봉로  61 3층 (면목동),노인요양공동생활가정,9,0,0,4,0,0,20130701
11126000230,효원요양원B,서울특별시,중랑구,상봉동,"서울특별시 중랑구 상봉중앙로1길  12 (상봉동, 세광빌딩3층)",노인요양공동생활가정,9,0,0,4,0,0,20130913
11126000231,효원요양원C,서울특별시,중랑구,상봉동,"서울특별시 중랑구 상봉중앙로1길  12 (상봉동, 세광빌딩4층)",노인요양공동생활가정,9,0,0,4,0,0,20130913
11126000232,효원요양원D,서울특별시,중랑구,상봉동,"서울특별시 중랑구 상봉중앙로1길  12 (상봉동, 세광빌딩4층)",노인요양공동생활가정,9,0,0,4,0,0,20130913
11126000253,효심(가)요양원,서울특별시,중랑구,중화동,서울특별시 중랑구 망우로  171 5층층 (중화동),노인요양공동생활가정,9,0,0,3,0,0,20141001
11126000254,효심(나)요양원,서울특별시,중랑구,중화동,서울특별시 중랑구 망우로  171 5층층 (중화동),노인요양공동생활가정,9,0,0,3,0,0,20141001
11126000271,서울시립중랑노인전문요양원,서울특별시,중랑구,망우동,"서울특별시 중랑구 양원역로  38 (망우동, 시립중랑노인전문요양원)",노인요양시설·치매전담실가형1실·치매전담실가형2실,194,4,0,116,6,2,20150301
11126000287,상봉요양원요양센터,서울특별시,중랑구,망우동,서울특별시 중랑구 용마산로  485 (망우동),노인요양시설,54,0,2,28,2,1,20150731
11126000291,효심(다)요양원,서울특별시,중랑구,중화동,서울특별시 중랑구 망우로  171 6층층 (중화동),노인요양공동생활가정,9,0,0,3,0,0,20151001
11126000292,효심(라)요양원,서울특별시,중랑구,중화동,서울특별시 중랑구 망우로  171 6층층 (중화동),노인요양공동생활가정,9,0,0,3,0,0,20151001
11126000300,카멜리아요양원,서울특별시,중랑구,묵동,"서울특별시 중랑구 동일로  933 7층층 (묵동, 수정빌딩)",노인요양공동생활가정,9,0,0,5,0,0,20151222
11126000315,우리가족요양원 1호점,서울특별시,중랑구,망우동,"서울특별시 중랑구 용마산로  488 6층 (망우동, 유진빌딩)",노인요양공동생활가정,9,0,0,4,0,0,20160701
11126000316,우리가족요양원 2호점,서울특별시,중랑구,망우동,"서울특별시 중랑구 용마산로  488 5층 (망우동, 유진빌딩)",노인요양공동생활가정,9,0,0,5,0,0,20160701
11126000322,영지요양원,서울특별시,중랑구,면목동,서울특별시 중랑구 봉우재로  47 (면목동),노인요양시설,37,0,1,17,2,1,20160825
11126000326,평강요양원,서울특별시,중랑구,망우동,"서울특별시 중랑구 용마산로112길  90 3층 (망우동, 성공빌딩)",노인요양공동생활가정,9,0,0,3,1,0,20160906
11126000333,가천요양원,서울특별시,중랑구,신내동,서울특별시 중랑구 신내로14길  13 4층 (신내동),노인요양공동생활가정,9,0,0,3,1,0,20161101
11126000336,엘림요양원,서울특별시,중랑구,상봉동,"서울특별시 중랑구 봉우재로  79 3층 (상봉동, 화성빌딩)",노인요양공동생활가정,9,0,0,4,0,0,20161214
11126000342,정원요양원,서울특별시,중랑구,망우동,서울특별시 중랑구 용마산로112길  90 4층 (망우동),노인요양공동생활가정,9,0,0,3,0,1,20170301
11126000361,효심요양원1호,서울특별시,중랑구,중화동,서울특별시 중랑구 망우로  171 4층 (중화동),노인요양공동생활가정,9,0,0,3,0,0,20170918
11126000362,효심요양원2호,서울특별시,중랑구,중화동,서울특별시 중랑구 망우로  171 4층 (중화동),노인요양공동생활가정,9,0,0,3,0,0,20170918
11126000438,조은노인요양센터,서울특별시,중랑구,면목동,"서울특별시 중랑구 상봉로  7 3층 (면목동, 서일타운)",노인요양공동생활가정,9,0,0,4,0,0,20191201
11126000442,골든시니어케어센터,서울특별시,중랑구,묵동,서울특별시 중랑구 동일로  917-4 (묵동),노인요양시설,94,3,0,45,3,0,20191209
11126000446,A+평화요양원,서울특별시,중랑구,면목동,서울특별시 중랑구 중랑천로  52 (면목동),노인요양시설,29,0,0,14,3,0,20200210
11126000450,중랑삼성 요양원,서울특별시,중랑구,면목동,서울특별시 중랑구 동일로91가길  27 (면목동),노인요양시설,25,0,0,13,3,0,20200326
11126000468,장원서울요양원,서울특별시,중랑구,망우동,서울특별시 중랑구 용마공원로2길  12 (망우동),노인요양시설,48,0,1,23,5,2,20210302
11126000476,존엄케어노인전문요양원,서울특별시,중랑구,면목동,서울특별시 중랑구 용마산로51길  1 2층 (면목동),노인요양공동생활가정,9,0,0,5,0,0,20210601
11126000483,*(ABC)우림요양센터,서울특별시,중랑구,망우동,"서울특별시 중랑구 용마산로  494 5층503호 (망우동, ABC 우림요양센터)",노인요양공동생활가정,9,0,0,4,1,0,20210815
11126000487,늘푸른요양원,서울특별시,중랑구,망우동,서울특별시 중랑구 용마산로  488 4층 (망우동),노인요양공동생활가정,9,0,0,4,0,0,20210901
11126000488,늘푸른요양원 2호점,서울특별시,중랑구,망우동,서울특별시 중랑구 용마산로  488 3층 (망우동),노인요양공동생활가정,9,0,0,4,1,0,20210901
11126000508,사랑채요양원,서울특별시,중랑구,면목동,서울특별시 중랑구 면목로  220 2층 (면목동),노인요양공동생활가정,9,0,0,3,1,0,20220601
11126000509,예원요양원,서울특별시,중랑구,망우동,"서울특별시 중랑구 용마산로  554 2층 (망우동, 동화빌딩)",노인요양공동생활가정,9,0,0,3,0,0,20220701
11126000510,예원요양원 2호점,서울특별시,중랑구,망우동,"서울특별시 중랑구 용마산로  554 2층 (망우동, 동화빌딩)",노인요양공동생활가정,9,0,0,3,0,0,20220701
11126000525,나눔요양원,서울특별시,중랑구,면목동,서울특별시 중랑구 봉우재로1길  14 (면목동),노인요양시설,19,0,0,10,1,0,20230301
11126000530,효마을 중랑요양원,서울특별시,중랑구,망우동,서울특별시 중랑구 용마공원로3길  24-10 (망우동),노인요양공동생활가정,9,0,0,3,0,0,20230501
11126000554,사랑과섬김요양원,서울특별시,중랑구,묵동,"서울특별시 중랑구 동일로  905 2층 (묵동, 창성빌딩)",노인요양공동생활가정,9,0,0,4,1,0,20240101
11126000568,금강요양원,서울특별시,중랑구,상봉동,서울특별시 중랑구 망우로  262 2층 (상봉동),노인요양공동생활가정,9,0,0,4,1,0,20240401
11126000590,사랑요양원,서울특별시,중랑구,망우동,"서울특별시 중랑구 용마산로  494 (망우동, 5층)",노인요양공동생활가정,9,0,0,3,0,1,20250101
11126000592,새솔요양원,서울특별시,중랑구,상봉동,서울특별시 중랑구 봉우재로  79 (상봉동),노인요양공동생활가정,9,0,0,3,1,0,20250201
11126000607,중랑우리요양원1호점,서울특별시,중랑구,중화동,"서울특별시 중랑구 동일로  775 (중화동, 그린프라자 6층)",노인요양공동생활가정,9,0,0,5,0,0,20260101
11126000608,중랑우리요양원2호점,서울특별시,중랑구,중화동,"서울특별시 중랑구 동일로  775 (중화동, 그린프라자 6층)",노인요양공동생활가정,9,0,0,4,0,0,20260201
11129000018,일광노인요양센터,서울특별시,성북구,삼선동3가,서울특별시 성북구 보문로31길  70 (삼선동3가),노인요양시설,23,0,0,9,1,0,20080625
11129000020,순애노인전문요양원,경기도,고양시 덕양구,관산동,경기도 고양시 덕양구 고골길178번길  73 (관산동),노인요양시설,114,1,0,38,2,1,20080625
11129000078,진각노인요양센터,서울특별시,성북구,하월곡동,서울특별시 성북구 화랑로13길  17 (하월곡동),노인요양시설,120,1,2,59,4,1,20090918
11129000100,길음안나의집 노인전문요양원,서울특별시,성북구,길음동,서울특별시 성북구 길음로9길  46 (길음동),노인요양시설,60,1,0,25,3,2,20100208
11129000104,부모섬김노인요양원,서울특별시,성북구,하월곡동,"서울특별시 성북구 오패산로  98 (하월곡동, 로만프라자3층)",노인요양시설,29,0,0,13,2,0,20100301
11129000115,케어윌,서울특별시,성북구,보문동7가,서울특별시 성북구 보문로  50 (보문동7가),노인요양시설,110,2,0,54,3,3,20100721
11129000139,명성노인복지센터,서울특별시,성북구,정릉동,서울특별시 성북구 보국문로4길  8 (정릉동),노인요양공동생활가정,9,0,0,4,0,0,20120203
11129000149,성신노인요양원,서울특별시,성북구,동소문동7가,서울특별시 성북구 동소문로13나길  110 (동소문동7가),노인요양시설,49,0,0,21,2,0,20120921
11129000169,청화요양원,서울특별시,성북구,정릉동,서울특별시 성북구 서경로  67 (정릉동),노인요양시설,36,0,1,16,2,0,20140109
11129000170,보문요양원,서울특별시,성북구,안암동1가,"서울특별시 성북구 고려대로7길  32 (안암동1가, (안암동1가, 2층~5층))",노인요양시설,29,0,0,14,2,0,20140127
11129000216,둥지요양원,서울특별시,성북구,하월곡동,서울특별시 성북구 오패산로  49 2층1호 (하월곡동),노인요양시설,20,0,0,9,1,0,20160428
11129000231,우리엄마요양원,서울특별시,성북구,보문동2가,서울특별시 성북구 보문로  123 3층 (보문동2가),노인요양공동생활가정,9,0,0,3,0,0,20170116
11129000250,정진요양원,서울특별시,성북구,정릉동,"서울특별시 성북구 서경로  110 44232층 (정릉동, 정진빌딩)",노인요양시설,68,0,1,19,2,0,20180201
11129000273,우리엄마요양원2호점,서울특별시,성북구,보문동2가,"서울특별시 성북구 보문로  123 4층, 2층층 (보문동2가)",노인요양공동생활가정,9,0,0,3,0,0,20190214
11129000320,성북힐요양원,서울특별시,성북구,성북동,서울특별시 성북구 성북로31가길  21 (성북동),노인요양시설,15,0,0,8,1,0,20201029
11129000330,더 프라임 요양원,서울특별시,성북구,종암동,서울특별시 성북구 종암로9길  78 (종암동),노인요양시설,49,0,1,19,2,1,20211021
11129000345,정릉노인요양원,서울특별시,성북구,정릉동,서울특별시 성북구 정릉로12길  69 (정릉동),노인요양시설,44,1,0,22,3,0,20220801
11129000351,백마요양원,서울특별시,성북구,종암동,서울특별시 성북구 종암로18길  14 (종암동),노인요양시설,25,0,0,8,1,0,20230201
11129000365,e포근한요양원,서울특별시,성북구,정릉동,서울특별시 성북구 솔샘로15다길  32 (정릉동),노인요양시설·치매전담실가형1실,35,1,0,25,3,1,20231030
11129000374,다애요양원,서울특별시,성북구,돈암동,"서울특별시 성북구 성북로4길  52 한진스포츠센터동제지하층5305, 5306호 (돈암동, 한신아파트)",노인요양시설,36,1,0,16,3,0,20240401
11129000376,석관실버홈,서울특별시,성북구,석관동,"서울특별시 성북구 화랑로  278 2층 (석관동, 한우리빌딩)",노인요양공동생활가정,9,0,0,3,1,0,20240417
11129000382,한솔요양원,서울특별시,성북구,하월곡동,"서울특별시 성북구 오패산로10길  30 4층401, 402호 (하월곡동)",노인요양시설,29,0,0,13,2,0,20240601
11129000395,종암요양원,서울특별시,성북구,종암동,서울특별시 성북구 종암로9길  56 (종암동),노인요양시설,15,0,0,8,1,0,20250101
11129000404,늘푸른요양원,서울특별시,성북구,상월곡동,"서울특별시 성북구 장월로1길  60 4층 (상월곡동, 동덕빌딩)",노인요양공동생활가정,9,0,0,4,1,1,20250601
11130500001,강북노인전문요양원,서울특별시,강북구,수유동,서울특별시 강북구 삼양로92길  20 (수유동),노인요양시설,80,1,0,26,2,1,20080602
11130500047,효노인복지센터,서울특별시,강북구,번동,서울특별시 강북구 오현로  194 2층 (번동),노인요양공동생활가정,9,0,0,3,0,0,20090216
11130500126,푸른요양원1호점,서울특별시,강북구,수유동,"서울특별시 강북구 도봉로81길  43 지,1,2~4,8층 (수유동)",노인요양시설,29,0,0,11,1,0,20100716
11130500169,거목실버홈,서울특별시,강북구,수유동,서울특별시 강북구 한천로  1160 3층 (수유동),노인요양공동생활가정,9,0,0,4,1,0,20130501
11130500170,북부성모요양원,서울특별시,강북구,수유동,서울특별시 강북구 한천로  1152 3층 (수유동),노인요양공동생활가정,7,0,0,3,0,0,20130501
11130500171,거목노인요양원,서울특별시,강북구,수유동,서울특별시 강북구 한천로  1160 4층 (수유동),노인요양공동생활가정,9,0,0,4,1,0,20130501
11130500172,강북실버종합복지센터,서울특별시,강북구,미아동,서울특별시 강북구 오패산로  290 (미아동),노인요양시설·치매전담실가형1실,100,2,1,55,4,1,20130516
11130500219,가온요양원1,서울특별시,강북구,수유동,서울특별시 강북구 한천로  1075 3층 (수유동),노인요양공동생활가정,9,0,0,3,1,0,20150113
11130500220,가온요양원2,서울특별시,강북구,수유동,서울특별시 강북구 한천로  1075 5층 (수유동),노인요양공동생활가정,9,0,0,3,0,0,20150113
11130500229,사랑나눔요양원2,서울특별시,강북구,미아동,서울특별시 강북구 도봉로  243 4층 (미아동),치매전담형노인요양공동생활가정,,0,0,4,1,0,20150501
11130500234,봄날북한산요양원,서울특별시,강북구,수유동,"서울특별시 강북구 4.19로  77 (수유동, 봄날북한산요양원)",노인요양시설,181,0,4,85,4,0,20150724
11130500246,가족사랑요양원,서울특별시,강북구,수유동,"서울특별시 강북구 한천로  1108-1 2,3층 (수유동, 은승빌딩)",노인요양시설,20,0,0,10,2,1,20160608
11130500248,행복한노인요양원2,서울특별시,강북구,수유동,서울특별시 강북구 덕릉로  46 4층2호 (수유동),노인요양공동생활가정,9,0,0,4,0,0,20160617
11130500250,행복한노인요양원1,서울특별시,강북구,수유동,서울특별시 강북구 덕릉로  46 2층2호 (수유동),노인요양공동생활가정,9,0,0,4,0,0,20160617
11130500273,가족사랑노인요양센터,서울특별시,강북구,미아동,"서울특별시 강북구 월계로  75 4층 (미아동, 동구빌딩)",노인요양공동생활가정,9,0,0,3,0,0,20170701
11130500276,행복한노인요양원3,서울특별시,강북구,수유동,"서울특별시 강북구 덕릉로  46 2층, 4층층 (수유동, 신우빌딩)",노인요양공동생활가정,9,0,0,4,0,0,20170801
11130500280,푸른요양원2호점,서울특별시,강북구,수유동,"서울특별시 강북구 도봉로81길  43 지,1,5~8층 (수유동)",노인요양시설,29,0,0,12,1,0,20170901
11130500290,길재활요양원,서울특별시,강북구,수유동,서울특별시 강북구 인수봉로  225 (수유동),노인요양시설,71,0,1,35,3,0,20180206
11130500307,강북유진요양원,서울특별시,강북구,수유동,서울특별시 강북구 삼양로77가길  9 5층 (수유동),노인요양공동생활가정,9,0,0,3,1,0,20181001
11130500309,가인요양원,서울특별시,강북구,수유동,"서울특별시 강북구 삼양로  437 2층 (수유동, 성아빌딩)",노인요양공동생활가정,9,0,0,5,0,0,20181001
11130500341,강북하루정요양원,서울특별시,강북구,수유동,서울특별시 강북구 삼양로  433 5층 (수유동),노인요양공동생활가정,9,0,0,4,1,0,20191211
11130500352,강북중앙요양원,서울특별시,강북구,미아동,서울특별시 강북구 도봉로  243 3층 (미아동),노인요양공동생활가정,9,0,0,4,1,0,20200501
11130500391,번동자연재활요양원,서울특별시,강북구,번동,서울특별시 강북구 오현로28길  11 (번동),노인요양시설,29,0,0,14,2,0,20221123
11130500395,수호천사요양원,서울특별시,강북구,수유동,서울특별시 강북구 삼양로112길  5 3층 (수유동),노인요양공동생활가정,9,0,0,5,0,0,20221216
11130500403,민영재활요양원,서울특별시,강북구,번동,"서울특별시 강북구 덕릉로40길  66 3,4층 (번동)",노인요양시설,49,1,0,22,2,0,20230821
11130500410,햇살요양원 1호점,서울특별시,강북구,수유동,"서울특별시 강북구 도봉로  403 2층 (수유동, 테일빌딩)",노인요양공동생활가정,9,0,0,4,0,0,20240101
11130500411,햇살요양원 2호점,서울특별시,강북구,수유동,"서울특별시 강북구 도봉로  403 3층 (수유동, 태일빌딩)",노인요양공동생활가정,9,0,0,3,0,0,20240101
11130500426,참사랑요양원,서울특별시,강북구,미아동,서울특별시 강북구 오현로  32 5층 (미아동),노인요양공동생활가정,9,0,0,4,1,0,20240901
11130500436,현인요양원,서울특별시,강북구,수유동,"서울특별시 강북구 삼각산로  20 (수유동, 22)",노인요양시설,29,0,0,13,3,0,20250101
11130500442,행복요양원,서울특별시,강북구,우이동,서울특별시 강북구 삼양로163길  15 (우이동),노인요양시설,29,0,0,16,3,0,20250501
11130500450,강북효심요양원,서울특별시,강북구,수유동,서울특별시 강북구 삼양로77가길  9 4층 (수유동),노인요양공동생활가정,9,0,0,4,1,0,20250701
