시설유형,시설종류,시설명,시도,시군구,주소
장애인거주시설,중증장애인거주시설,로뎀나무,경기도,부천시 소사구,경기도 부천시 소사구 성주로 132 (송내동)
장애인지역사회재활시설,장애인주간이용시설,로뎀나무,서울특별시,강서구,"서울특별시 강서구 까치산로18나길 36 (화곡동,1층)"
정신재활시설,공동생활가정,로뎀나무,서울특별시,서대문구,"서울특별시 서대문구 증가로24마길 19, 101호 (북가좌동, 렉스빌I)"
아동복지시설,공동생활가정,로뎀나무 그룹홈,광주광역시,서구,"광주광역시 서구 운천로56번길 7, 103동 103호 (금호동, 한국아파트)"
장애인지역사회재활시설,장애인재활치료시설,로뎀나무발달센터,전라남도,여수시,전라남도 여수시 소라면 죽림3길 15-6
아동복지시설,공동생활가정,로뎀나무숲 공동생활가정,경상남도,하동군,"경상남도 하동군 진교면 들포길 38, 103동 1층 107호 (미진스위트빌)"
장애인거주시설,중증장애인거주시설,로뎀나무아래,광주광역시,광산구,광주광역시 광산구 탑동길 123 (지산동)
장애인거주시설,장애인공동생활가정,로뎀나무의집,전라남도,나주시,"전라남도 나주시 남평읍 세남로 1546-13, 101동 102호 (팔마코이스아파트)"
장애인지역사회재활시설,장애인주간이용시설,로뎀나무주간보호센터,대전광역시,대덕구,대전광역시 대덕구 대전로 1081 (오정동)
아동복지시설,지역아동센터,로뎀나무지역아동센터,대구광역시,달서구,대구광역시 달서구 서당로9길 5 (신당동)
아동복지시설,지역아동센터,로뎀나무지역아동센터,전북특별자치도,전주시 덕진구,전북특별자치도 전주시 덕진구 금상길 42 (산정동)
노인여가복지시설,노인교실,로뎀어르신행복학교,서울특별시,강서구,"서울특별시 강서구 양천로24길 31, 나동 4층 (방화동, 로뎀교회)"
성매매피해지원시설,청소년지원시설,로뎀의집,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구 회원서1길 73 (석전동)
아동복지시설,공동생활가정,로뎀의집,경기도,남양주시,"경기도 남양주시 오남읍 진건오남로797번길 31, 101동 1층 4호"
아동복지시설,공동생활가정,로뎀의집,광주광역시,동구,"광주광역시 동구 무등로 451, 2층 (산수동)"
장애인거주시설,중증장애인거주시설,로뎀의집,경기도,양평군,경기도 양평군 청운면 증골길24번길 26
장애인거주시설,장애인공동생활가정,로뎀의촌,강원특별자치도,양구군,강원특별자치도 양구군 양구읍 도사리길 105
성매매피해지원시설,자립지원공동생활시설,로뎀자리(그룹홈),경상남도,창원시 마산합포구,"경상남도 창원시 마산합포구 중앙남5길 72, 703동 501호 (신흥동)"
아동복지시설,지역아동센터,로뎀지역아동센터,경상북도,예천군,"경상북도 예천군 지보면 지보로 163, 2층 (로뎀지역아동센터)"
아동복지시설,지역아동센터,로뎀지역아동센터,광주광역시,광산구,"광주광역시 광산구 월곡산정로 96-21, 206동 1층 204호 (월곡동, 한성아파트)"
아동복지시설,지역아동센터,로뎀지역아동센터,대구광역시,북구,"대구광역시 북구 서변로 95, 3층 (서변동)"
아동복지시설,지역아동센터,로뎀지역아동센터,충청북도,청주시 흥덕구,충청북도 청주시 흥덕구 비하로45번길 6-1 (비하동)
장애인직업재활시설,장애인 보호작업장,로뎀직업재활센터,부산광역시,북구,"부산광역시 북구 의성로109번길 8, 지상 1·2층 (덕천동)"
아동복지시설,아동보호치료시설,로뎀청소년학교,충청북도,제천시,충청북도 제천시 송학면 오미로13길 37
장애인거주시설,장애유형별거주시설,로뎀하우스,전북특별자치도,임실군,전북특별자치도 임실군 신평면 석등슬치로 491-7
장애인거주시설,장애인단기거주시설,로뎀하우스,서울특별시,강서구,"서울특별시 강서구 공항대로45가길 29, 102동 201호 (등촌동)"
장애인거주시설,중증장애인거주시설,로렌시아의 집,광주광역시,광산구,"광주광역시 광산구 금동학동길 10-144 (덕림동, 장애인거주시설 로렌시아의집)"
장애인거주시설,장애인공동생활가정,로사리아 공동생활가정,서울특별시,강서구,"서울특별시 강서구 초록마을로24길 7-8, B동 202호 (화곡동, 태영팰리스)"
노인여가복지시설,노인교실,로사리오노인교실,서울특별시,동작구,서울특별시 동작구 사당로8길 59 (사당동)
노인여가복지시설,노인교실,로사리오청춘대학,부산광역시,연제구,부산광역시 연제구 과정로164번길 41 (연산동)
장애인거주시설,장애유형별거주시설,로사의 집,경상남도,함안군,경상남도 함안군 산인면 입곡공원길 224-96
아동복지시설,공동생활가정,로엘하우스,경기도,남양주시,"경기도 남양주시 천마산로 25, 110동 403호 (호평동, 호평동대명루첸아파트)"
장애인지역사회재활시설,장애인주간이용시설,로운 주간이용센터,제주특별자치도,제주시,"제주특별자치도 제주시 도남로10길 35-4, 1층 (도남동)"
아동복지시설,지역아동센터,로이지역아동센터,경기도,남양주시,"경기도 남양주시 퇴계원읍 경춘북로613번길 15, 102동 302호 (쌍용예가아파트)"
노인주거복지시설,노인공동생활가정,루가의 집,충청남도,논산시,충청남도 논산시 벌곡면 황룡재로 480-54
장애인거주시설,중증장애인거주시설,루도비꼬집,경상북도,경산시,경상북도 경산시 압량읍 원효로 549-23
장애인거주시설,중증장애인거주시설,루디아의집,경기도,가평군,경기도 가평군 북면 도대리 산 176-1
장애인거주시설,장애인단기거주시설,루루 장애인단기거주시설,대전광역시,동구,"대전광역시 동구 계족로 499, 5층 (용전동)"
장애인지역사회재활시설,장애인재활치료시설,루루장애재활지원센타,대전광역시,동구,"대전광역시 동구 계족로 499, 2층 (용전동, 루루빌딩)"
장애인직업재활시설,장애인 직업적응훈련시설,루루직업적응훈련센터,대전광역시,동구,"대전광역시 동구 계족로 499 (용전동, 루루빌딩 1층)"
장애인거주시설,장애인공동생활가정,루리장애인공동생활가정,대전광역시,서구,"대전광역시 서구 관저북로 80, 208동 803호 (관저동, 원앙마을 2단지)"
장애인거주시설,장애유형별거주시설,루먼,경상남도,김해시,경상남도 김해시 상동면 상동로685번길 108-27
장애인거주시설,장애인공동생활가정,루비홈,부산광역시,동구,"부산광역시 동구 홍곡로 67, 다동 3층 304호 (수정동, 동남아파트)"
장애인직업재활시설,장애인 보호작업장,루앤원보호작업장,인천광역시,계양구,"인천광역시 계양구 아나지로97번길 14, 1층 (효성동)"
노인여가복지시설,노인교실,루카시니어아카데미,서울특별시,노원구,서울특별시 노원구 덕릉로 736 (상계동)
장애인지역사회재활시설,장애인주간이용시설,루하마장애인주간보호센터,부산광역시,금정구,부산광역시 금정구 두실로 23 (구서동)
장애인거주시설,중증장애인거주시설,룸비니동산,대구광역시,수성구,대구광역시 수성구 달구벌대로527길 13-12 (만촌동)
아동복지시설,공동생활가정,룸비니동산그룹홈,경기도,안성시,경기도 안성시 공도읍 방축길 10-26
장애인직업재활시설,장애인 보호작업장,리드보호작업장,경기도,양평군,경기도 양평군 양평읍 봉성길 149-25
아동복지시설,아동양육시설,리라아동복지관,경기도,안성시,경기도 안성시 원곡면 칠곡리 486-1
정신재활시설,공동생활가정,리본하우스,경상남도,김해시,"경상남도 김해시 평전로93번길 10-19, 1층 (외동)"
정신재활시설,공동생활가정,리본하우스 2호,경상남도,김해시,경상남도 김해시 평전로93번길 10-19 (외동)
정신재활시설,공동생활가정,리본하우스 3호,경상남도,김해시,경상남도 김해시 평전로93번길 10-19 (외동)
정신재활시설,공동생활가정,리커버리 하우스,서울특별시,관악구,"서울특별시 관악구 신림로30길 17-9, 3층 301호 (신림동)"
정신재활시설,주간재활시설,리커버리어스,경기도,안산시 단원구,"경기도 안산시 단원구 광덕대로 174, A동 508호 (고잔동)"
아동복지시설,지역아동센터,리틀스쿨 지역아동센터,부산광역시,북구,부산광역시 북구 산성로 76-8 (화명동)
장애인거주시설,장애인공동생활가정,릴리공동생활가정 1호,인천광역시,강화군,인천광역시 강화군 길상면 길상로 242-28
장애인거주시설,장애인공동생활가정,릴리공동생활가정 2호,인천광역시,강화군,인천광역시 강화군 길상면 길상로
장애인거주시설,장애인공동생활가정,릴리공동생활가정 3호,인천광역시,강화군,인천광역시 강화군 길상면 길상로 242-28
장애인거주시설,장애인공동생활가정,릴리공동생활가정4호,인천광역시,강화군,인천광역시 강화군 길상면 길상로 2 층
아동복지시설,지역아동센터,마가렛 지역아동센터,서울특별시,성북구,서울특별시 성북구 성북로23길 22-13 (성북동)
장애인직업재활시설,장애인 보호작업장,마가렛보호작업장,강원특별자치도,원주시,강원특별자치도 원주시 반곡길 155 (반곡동)
장애인거주시설,장애인공동생활가정,마가렛홈,강원특별자치도,원주시,"강원특별자치도 원주시 천사로 130, 101동 105호 (일산동, 신진빌리지(1차))"
아동복지시설,지역아동센터,마고네지역아동센터,서울특별시,성북구,"서울특별시 성북구 성북로8길 50, 105동 3층 303호 (성북동, 남경빌라 )"
노숙인복지시설,노숙인요양시설,마더테레사의집,서울특별시,성북구,서울특별시 성북구 삼선교로2길 20 (삼선동1가)
아동복지시설,지역아동센터,마동지역아동센터,전라남도,광양시,"전라남도 광양시 진등5길 25, 3층 (마동)"
아동복지시설,공동생활가정,마드레나자레나의집,서울특별시,강서구,서울특별시 강서구 강서로26길 51-8 (화곡동)
성매매피해지원시설,일반지원시설,마들렌의집,강원특별자치도,춘천시,강원특별자치도 춘천시 스무숲2길 16-3 (석사동)
일반사회복지시설,사회복지관,마들종합사회복지관,서울특별시,노원구,서울특별시 노원구 동일로210길 515 번지 3 호
장애인거주시설,장애인공동생활가정,마라4공동생활가정,서울특별시,송파구,"서울특별시 송파구 마천로39길 35, 401호 (마천동)"
장애인직업재활시설,장애인 보호작업장,마라보호작업장,서울특별시,송파구,서울특별시 송파구 송이로34길 43-1 (문정동)
장애인거주시설,장애인공동생활가정,마라제1공동생활가정,서울특별시,송파구,서울특별시 송파구 송이로34길 43-1 (문정동)
장애인거주시설,장애인공동생활가정,마라제2공동생활가정,서울특별시,송파구,서울특별시 송파구 송이로34길 43-1 (문정동)
장애인거주시설,장애인공동생활가정,마라제3공동가정,서울특별시,송파구,서울특별시 송파구 가락로5길 301 호
장애인거주시설,장애인공동생활가정,마로니에공동생활가정,서울특별시,종로구,"서울특별시 종로구 혜화로12길 20-10, 101호 (혜화동)"
아동복지시설,지역아동센터,마로니에지역아동센터,서울특별시,종로구,서울특별시 종로구 이화장길 94 (동숭동)
장애인거주시설,장애인공동생활가정,마루,충청남도,천안시 서북구,충청남도 천안시 서북구 쌍용대로 107 동 804 호
장애인거주시설,장애인공동생활가정,마루네,경기도,용인시 기흥구,"경기도 용인시 기흥구 금화로12번길 19, 가동 201호 (상갈동)"
아동복지시설,지역아동센터,마루아라지역아동센터,서울특별시,중랑구,서울특별시 중랑구 신내로 115 (신내동)
장애인지역사회재활시설,장애인주간이용시설,마루주간보호센터,대구광역시,달서구,대구광역시 달서구 대명천로16길 33 (성당동)
아동복지시설,지역아동센터,마루지역아동센터,경상북도,경주시,"경상북도 경주시 소금강로41번길 16, 1층 (용강동)"
아동복지시설,지역아동센터,마루지역아동센터,충청남도,천안시 서북구,"충청남도 천안시 서북구 성환읍 성환2로 63, 1층"
장애인지역사회재활시설,장애인주간이용시설,마루한주간보호센터,광주광역시,남구,"광주광역시 남구 노대실로 48, 303호 (노대동)"
장애인거주시설,장애인공동생활가정,마르따의집,경기도,수원시 장안구,경기도 수원시 장안구 정자로19번길 천천일성아파트 505 동 207 호
아동복지시설,공동생활가정,마르지않는 샘,대전광역시,서구,대전광역시 서구 도림4길 66 (도마동)
장애인직업재활시설,장애인 보호작업장,마리스타,경상북도,영주시,경상북도 영주시 이산면 신암로 37
아동복지시설,지역아동센터,마리스타 지역아동센터,서울특별시,마포구,서울특별시 마포구 토정로2길 37 (합정동)
장애인직업재활시설,장애인 보호작업장,마리스타보호작업장,충청북도,충주시,충청북도 충주시 산척면 지속골길 71
장애인거주시설,장애유형별거주시설,마리스타의 집,충청북도,충주시,충청북도 충주시 산척면 지속골길 71
노인주거복지시설,노인복지주택,마리스텔라,인천광역시,서구,인천광역시 서구 심곡로100번길 31 (심곡동)
장애인지역사회재활시설,장애인주간이용시설,마리아 장애인주간보호센터,인천광역시,강화군,인천광역시 강화군 길상면 해란길 61
아동복지시설,지역아동센터,마리아 지역아동센터,강원특별자치도,강릉시,강원특별자치도 강릉시 수리골길 5 (교동)
아동복지시설,지역아동센터,마리아로사 지역아동센터,경기도,남양주시,"경기도 남양주시 진건읍 진건오남로 50, 302호 (덕성빌딩)"
노숙인복지시설,노숙인요양시설,마리아마을,부산광역시,사하구,부산광역시 사하구 장림로 298 (장림동)
장애인거주시설,장애유형별거주시설,마리아의 집,경상북도,포항시 남구,경상북도 포항시 남구 대잠동길 17-1 (대잠동)
노인주거복지시설,양로시설,마리아의집,경기도,의왕시,경기도 의왕시 새터말길 144 번지
장애인거주시설,장애인단기거주시설,마리아의집,제주특별자치도,제주시,제주특별자치도 제주시 애월읍 하광로 77
아동복지시설,지역아동센터,마리아지역아동센터,전라남도,보성군,전라남도 보성군 복내면 개기로 1678
아동복지시설,지역아동센터,마리지역아동센터,경상남도,거창군,경상남도 거창군 마리면 빼재로 24
장애인지역사회재활시설,장애인재활치료시설,마미정 감각통합상담연구소,서울특별시,중랑구,"서울특별시 중랑구 봉화산로 194, 904 (신내동, 신아타운 )"
노인일자리지원기관,노인일자리지원기관,마산노인일자리창출지원센터,경상남도,창원시 마산합포구,"경상남도 창원시 마산합포구 문화북4길 15 (평화동, 금강노인종합복지관 1층)"
노인여가복지시설,노인교실,마산문화대학,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 3·15대로 199 (중앙동2가)
아동복지시설,지역아동센터,마산상남지역아동센터,경상남도,창원시 마산합포구,"경상남도 창원시 마산합포구 불종거리로 78, 2층 (상남동)"
아동복지시설,지역아동센터,마산상남지역아동센터,경상남도,창원시 마산합포구,"경상남도 창원시 마산합포구 불종거리로 78, 2층 (상남동)"
노인일자리지원기관,노인일자리지원기관,마산시니어클럽,경상남도,창원시 마산합포구,"경상남도 창원시 마산합포구 문화북4길 15, B동 1층 (평화동)"
노인여가복지시설,노인교실,마산실버대학,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 옥동길 7-12 (현동)
아동복지시설,아동양육시설,마산애리원,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 완월남6길 10 (완월동)
아동복지시설,아동양육시설,마산애육원,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 산호남12길 10 (산호동)
장애인지역사회재활시설,장애인복지관,마산장애인복지관,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 반월서7길 59 (신월동)
장애인지역사회재활시설,시각장애인 등 생활지원센터,마산장애인생활이동지원센터,경상남도,창원시 마산합포구,"경상남도 창원시 마산합포구 서성로 48, 401호 (신포동2가)"
정신요양시설,정신요양시설,마산정신요양원,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 진북면 진북산업로 622-60
일반사회복지시설,사회복지관,마산종합사회복지관,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 월영북로 46 (대내동)
자활시설,지역자활센터,마산지역자활센터,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구 북성로 293-1 (회성동)
아동복지시설,공동생활가정,마산한울타리,경상남도,창원시 마산합포구,"경상남도 창원시 마산합포구 월영남로 59, 106동 1603호 (월영동, 동아아파트)"
노인여가복지시설,노인복지관,마산합포노인종합복지관,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 동서남1길 5 (신포동2가)
노인여가복지시설,노인복지관,마산회원노인종합복지관,경상남도,창원시 마산회원구,"경상남도 창원시 마산회원구 삼호로 227 (석전동, 마산회원노인종합복지관)"
노인여가복지시설,노인복지관,마산회원노인종합복지관 분관,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구 구암서2길 95 (구암동)
노인일자리지원기관,노인일자리지원기관,마산회원시니어클럽,경상남도,창원시 마산회원구,"경상남도 창원시 마산회원구 회원동북로 18, 2층 201호 (회원동)"
자활시설,지역자활센터,마산희망지역자활센터,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 동서북7길 51 (남성동)
아동복지시설,공동생활가정,마석그룹홈,경기도,남양주시,"경기도 남양주시 화도읍 수레로1233번길 8, 105동 1302호 (창현두산아파트103동)"
노인여가복지시설,노인교실,마성노인교실,경상북도,문경시,경상북도 문경시 마성면 신현3길 3
아동복지시설,지역아동센터,마송지역아동센터,경기도,김포시,경기도 김포시 통진읍 율마로438번길 34-4
장애인지역사회재활시설,장애인주간이용시설,마실장애인지원센터,경기도,용인시 기흥구,"경기도 용인시 기흥구 흥덕2로105번길 5, 207호 (영덕동, 서서타워)"
장애인지역사회재활시설,장애인주간이용시설,마실주간보호센터,대구광역시,동구,대구광역시 동구 율하동로28길 30-1 (신기동)
장애인거주시설,중증장애인거주시설,마야예림원,경상북도,영천시,경상북도 영천시 북안면 고지길 42-5
아동복지시설,공동생활가정,마야의집,강원특별자치도,강릉시,"강원특별자치도 강릉시 연당길 75, 102동 105호 (초당동, 동부아파트)"
정신요양시설,정신요양시설,마야정신요양원,경상북도,영천시,경상북도 영천시 북안면 내서로 55-24
아동복지시설,지역아동센터,마을속작은학교,서울특별시,강북구,"서울특별시 강북구 삼양로118길 33, 4층 (수유동)"
장애인지역사회재활시설,장애인재활치료시설,마을애 아동가족센터,대구광역시,동구,대구광역시 동구 율하동로28길 30-1 (신기동)
아동복지시설,지역아동센터,마을학교지역아동센터,서울특별시,강동구,"서울특별시 강동구 풍성로54길 27, 3층 (성내동)"
정신재활시설,주간재활시설,마음건강복지관,전북특별자치도,전주시 완산구,전북특별자치도 전주시 완산구 물왕멀2길 20-29 (중노송동)
정신재활시설,공동생활가정,마음건강해피홈,전북특별자치도,전주시 완산구,"전북특별자치도 전주시 완산구 물왕멀2길 20-17, 3층 (중노송동)"
정신재활시설,공동생활가정,마음건강회복홈,전북특별자치도,전주시 완산구,전북특별자치도 전주시 완산구 물왕멀2길 25 (서노송동)
정신재활시설,공동생활가정,마음건강힐링홈,전북특별자치도,전주시 완산구,전북특별자치도 전주시 완산구 물왕멀2길 20-17 (중노송동)
장애인지역사회재활시설,장애인재활치료시설,마음그린,경기도,시흥시,"경기도 시흥시 승지로 58, 401, 402호 (능곡동, 태영프라자)"
장애인지역사회재활시설,장애인주간이용시설,마음꽃 뇌병변 장애인 주간보호센터,충청북도,청주시 서원구,"충청북도 청주시 서원구 신화로36번길 42 (성화동, 드림프라자 2층)"
장애인지역사회재활시설,장애인재활치료시설,마음드림심리상담센터,경기도,용인시 기흥구,"경기도 용인시 기흥구 강남로 8, 301,501호 (구갈동, 우성메디피아)"
장애인지역사회재활시설,장애인재활치료시설,마음뜰예술심리치료센터,충청북도,청주시 서원구,충청북도 청주시 서원구 모충동 95 (모충동)
정신재활시설,주간재활시설,마음사랑의집,전북특별자치도,정읍시,전북특별자치도 정읍시 서부산업도로 483-9 (하북동)
정신재활시설,주간재활시설,마음샘정신재활센터,경기도,수원시 장안구,경기도 수원시 장안구 경수대로754번길 26-17 (연무동)
아동복지시설,지역아동센터,마음소리 사회적협동조합 해바라기지역아동센터,경상남도,김해시,"경상남도 김해시 삼안로255번길 20-16, 2층 (삼방동)"
정신재활시설,공동생활가정,마음자리,서울특별시,양천구,"서울특별시 양천구 목동중앙남로16다길 9, 204호 (목동)"
정신재활시설,공동생활가정,마음자리,인천광역시,남동구,"인천광역시 남동구 경인로599번길 26-6, 다동 201,202호 (간석동, 좋은하루)"
정신재활시설,공동생활가정,마음터,충청남도,천안시 서북구,"충청남도 천안시 서북구 쌍용9길 6, 3층 (쌍용동)"
아동복지시설,지역아동센터,마음터지역아동센터,서울특별시,노원구,"서울특별시 노원구 덕릉로 849, 3층 (상계동)"
장애인지역사회재활시설,장애인주간이용시설,마음톡톡센터,경기도,성남시 분당구,"경기도 성남시 분당구 성남대로 52 (구미동, 그랜드프라자 501호)"
정신요양시설,정신요양시설,마음편한집,충청남도,천안시 동남구,충청남도 천안시 동남구 동면 동산행암길 44-67
아동복지시설,지역아동센터,마이코즈지역아동센터,울산광역시,남구,울산광역시 남구 삼산중로131번길 38-22 (삼산동)
정신재활시설,주간재활시설,마인드,서울특별시,동대문구,"서울특별시 동대문구 전농로 217-3, 4층 (전농동)"
노인여가복지시설,노인교실,마인드맵 평생교육원 부설 치매예방 전문대학,강원특별자치도,동해시,강원특별자치도 동해시 갯목길 6 (구미동)
장애인지역사회재활시설,장애인재활치료시설,마인드언어심리상담센터,인천광역시,남동구,"인천광역시 남동구 백범로 254, 3층 (간석동)"
장애인지역사회재활시설,장애인재활치료시설,마인드큐브 정서심리발달센터,인천광역시,남동구,"인천광역시 남동구 논고개로 81, 905호 (논현동, 우리들메디타워)"
성매매피해지원시설,일반지원시설,마인하우스,서울특별시,동작구,서울특별시 동작구 등용로14길 267 번지
아동복지시설,아동보호치료시설,마자렐로센터,서울특별시,영등포구,서울특별시 영등포구 신길로 93 (신길동)
다함께돌봄센터,다함께돌봄센터,마장아이꿈누리터(성동3호점 우리동네키움센터),서울특별시,성동구,"서울특별시 성동구 마장로39길 33, 2층 (마장동)"
장애인거주시설,장애인공동생활가정,마전장애인공동생활가정,인천광역시,서구,인천광역시 서구 경명대로 698-4 (공촌동)
정신재활시설,공동생활가정,마주봄,경기도,부천시 오정구,"경기도 부천시 오정구 신흥로389번길 63, 101동 503호 (삼정동, 퍼스트빌)"
정신재활시설,공동생활가정,마중물,대전광역시,대덕구,대전광역시 대덕구 중리동로27번길 14-11 (중리동)
장애인직업재활시설,장애인 보호작업장,마중물 일터,대구광역시,중구,"대구광역시 중구 이천로 204-1 (대봉동, 1층)"
장애인거주시설,장애인공동생활가정,마중물그룹홈,대구광역시,중구,"대구광역시 중구 명륜로24길 9, 3층 (남산동)"
장애인지역사회재활시설,장애인주간이용시설,마중물주간보호센터,울산광역시,울주군,"울산광역시 울주군 범서읍 천상1길 20-11, 1층"
아동복지시설,지역아동센터,마중물지역아동센터,강원특별자치도,동해시,"강원특별자치도 동해시 노봉안길 7, 2층 (망상동)"
아동복지시설,지역아동센터,마중물지역아동센터,경상북도,칠곡군,경상북도 칠곡군 왜관읍 구상길 195-1
장애인직업재활시설,장애인 보호작업장,마중물직업재활센터,경상남도,양산시,"경상남도 양산시 명곡로 310, 1층 (명곡동)"
장애인지역사회재활시설,장애인주간이용시설,마중장애인주간보호센터,충청북도,제천시,"충청북도 제천시 독순로9길 14-1, 2층 (의림동)"
장애인거주시설,장애인공동생활가정,마창밀알 공동생활가정,경상남도,창원시 의창구,"경상남도 창원시 의창구 중동로 77, 302동 2704호 (중동, 유니시티 3단지)"
일반사회복지시설,사회복지관,마천종합사회복지관,서울특별시,송파구,"서울특별시 송파구 마천로 251, 2층, 5층, 6층 (마천동, 대산빌딩)"
장애인직업재활시설,장애인 보호작업장,마포구립장애인직업재활센터(수아밀),서울특별시,마포구,"서울특별시 마포구 매봉산로 18 (상암동, 마포창업복지관 1층 ,2층 )"
장애인지역사회재활시설,수어통역센터,마포구수어통역센터,서울특별시,마포구,서울특별시 마포구 월드컵로 마포장애인복지회관
노인여가복지시설,노인복지관,마포노인종합복지관,서울특별시,마포구,서울특별시 마포구 서강로 68 (창전동)
노인일자리지원기관,노인일자리지원기관,마포시니어클럽,서울특별시,마포구,서울특별시 마포구 동교로8길 58 (합정동)
장애인지역사회재활시설,장애인복지관,마포장애인종합복지관,서울특별시,마포구,"서울특별시 마포구 성산로4길 35 (성산동, 마포장애인종합복지관)"
장애인지역사회재활시설,장애인주간이용시설,마포장애인주간보호센터,서울특별시,마포구,"서울특별시 마포구 성산로4길 35, 3층(성산동, 마포장애인종합복지관)"
장애인지역사회재활시설,장애인체육시설,마포푸르메스포츠센터,서울특별시,마포구,서울특별시 마포구 월드컵북로 494 (상암동)
장애인직업재활시설,장애인 보호작업장,마포푸르메직업재활센터,서울특별시,마포구,서울특별시 마포구 월드컵북로 494 (상암동)
장애인의료재활시설,장애인의료재활시설,마하재활병원,경상남도,거제시,경상남도 거제시 동부면 율포로 555-11
노인여가복지시설,노인교실,마한노인대학,전북특별자치도,익산시,전북특별자치도 익산시 여산면 가람로 338
노인여가복지시설,노인교실,막달레나노인교실,서울특별시,동작구,서울특별시 동작구 보라매로11길 14 (신대방동)
장애인거주시설,장애인공동생활가정,막달레나의 집,광주광역시,동구,광주광역시 동구 산수길39번길 26-1 (계림동)
노인주거복지시설,노인공동생활가정,만나복지원,충청북도,제천시,충청북도 제천시 송학면 오미로 485
장애인거주시설,장애유형별거주시설,만나복지원,경기도,안산시 단원구,경기도 안산시 단원구 석수로7길 9-1 (선부동)
노숙인복지시설,노숙인일시보호시설,만나샘,서울특별시,용산구,"서울특별시 용산구 후암로57길 45, 전층 (동자동, 202호 제외)"
노인주거복지시설,노인공동생활가정,만나의 집,전북특별자치도,장수군,전북특별자치도 장수군 번암면 성암길 458-16
아동복지시설,지역아동센터,만나지역아동센터,경기도,시흥시,"경기도 시흥시 장현순환로 51, 2층 (장현동, 에셀센터)"
아동복지시설,지역아동센터,만나지역아동센터,서울특별시,중랑구,"서울특별시 중랑구 동일로 620, 3층 (면목동)"
노인여가복지시설,노인교실,만덕로뎀노인대학,부산광역시,북구,부산광역시 북구 함박봉로140번길 102 (만덕동)
노인여가복지시설,노인교실,만덕성당부설 명도노인대학,부산광역시,북구,부산광역시 북구 덕천로247번길 39 (만덕동)
장애인지역사회재활시설,장애인주간이용시설,만덕장애인주간보호센터,부산광역시,북구,부산광역시 북구 함박봉로140번길 102 (만덕동)
일반사회복지시설,사회복지관,만덕종합사회복지관,부산광역시,북구,부산광역시 북구 함박봉로140번길 949 번지 1 호
아동복지시설,지역아동센터,만두레지역아동센터,대전광역시,대덕구,"대전광역시 대덕구 오정로78번길 24, 3층 (오정동)"
노인주거복지시설,양로시설,만민복지타운,경기도,안성시,경기도 안성시 미양면 법전길 330-36
장애인직업재활시설,장애인 보호작업장,만복보호작업장,전북특별자치도,정읍시,전북특별자치도 정읍시 감곡면 금평로
장애인거주시설,장애유형별거주시설,만복원,전북특별자치도,정읍시,전북특별자치도 정읍시 감곡면 금평로 26-63
아동복지시설,지역아동센터,만복이네공부방지역아동센터,충청남도,논산시,충청남도 논산시 연산면 연산2길 9
노인여가복지시설,노인복지관,만수노인문화센터,인천광역시,남동구,인천광역시 남동구 만경로12번길 45 (만수동)
아동복지시설,지역아동센터,만수사랑지역아동센터,인천광역시,남동구,"인천광역시 남동구 만수서로 97-17, 2층 (만수동)"
일반사회복지시설,사회복지관,만수종합사회복지관,인천광역시,남동구,인천광역시 남동구 담방로 105 (만수동)
노인주거복지시설,양로시설,만수촌,경상북도,영주시,경상북도 영주시 조와로277번길 298 (조와동)
아동복지시설,지역아동센터,만수행복지역아동센터,인천광역시,남동구,"인천광역시 남동구 인수북로4번길 20, 1층 (만수동)"
장애인직업재활시설,장애인 근로사업장,만승자립원,대구광역시,동구,대구광역시 동구 팔공산로 225 (덕곡동)
일반사회복지시설,사회복지관,만월종합사회복지관,인천광역시,남동구,인천광역시 남동구 서판로54번길 12 (만수동)
장애인지역사회재활시설,장애인재활치료시설,말소리샘 아동청소년 발달센터,경기도,평택시,"경기도 평택시 평남로 937, 7층 704호 (비전동, 비전동, 폴리프라자)"
장애인지역사회재활시설,장애인주간이용시설,말아톤주간보호센터,경기도,성남시 분당구,경기도 성남시 분당구 내정로17번길 8 (정자동)
아동복지시설,지역아동센터,맑은 샘,경기도,고양시 일산동구,경기도 고양시 일산동구 고봉로658번길 13 (성석동)
아동복지시설,공동생활가정,맑은누리,경기도,용인시 기흥구,"경기도 용인시 기흥구 사은로126번길 10, 112 203 (보라동, 민속마을쌍용아파트)"
아동복지시설,지역아동센터,맑은누리지역아동센터,광주광역시,북구,"광주광역시 북구 하서로 393-9, 3층 (양산동, 동남아파트 사무동 3층 1호)"
아동복지시설,지역아동센터,맑은누리지역아동센터,광주광역시,북구,"광주광역시 북구 하서로 393-9, 사무동 3층 (양산동, 동남아파트)"
