시설유형,시설종류,시설명,시도,시군구,주소
정신건강기관,정신재활시설,마음자리,서울특별시,양천구,"서울특별시 양천구 목동 중앙남로 16다길 9, 204호"
정신건강기관,정신재활시설,마음자리,인천광역시,남동구,"인천광역시 남동구 경인로 599번길 26-6 좋은하루 다동 201, 202호"
정신건강기관,정신재활시설,마음터,충청남도,천안시 서북구,"충청남도 천안시 서북구 서부8길 10, 3층"
정신건강기관,정신요양시설,마음편한집,충청남도,천안시 동남구,충청남도 천안시 동남구 동면 동산행암길 44-67
정신건강기관,정신재활시설,마인드,서울특별시,동대문구,"서울특별시 동대문구 전농로 38길 35, 2,3층"
정신건강기관,중독관리통합지원센터,마인드병원,대전광역시,대덕구,"대전광역시 대덕구 중리서로 42, 3층 (중리동)"
정신건강기관,정신재활시설,마중물,대전광역시,대덕구,대전광역시 대덕구 중리동로 27번길 14-11
정신건강기관,정신재활시설,맑은샘,서울특별시,강동구,"서울특별시 강동구 구천면로 28길 21, 401호(천호동)"
정신건강기관,정신재활시설,맑은샘사회복귀시설,광주광역시,서구,광주광역시 서구 독립로 200
정신건강기관,정신재활시설,멋진월요일,서울특별시,성동구,서울특별시 성동구 성덕정길 116 4층
정신건강기관,기초정신건강복지센터,메리놀병원,부산광역시,중구,"부산광역시 중구 중구로 70-1, 4층"
정신건강기관,기초정신건강복지센터,명지병원,서울특별시,강서구,서울특별시 강서구 공항대로 561 강서구보건소 지하1층
정신건강기관,정신재활시설,목동하늘샘,서울특별시,양천구,"서울특별시 양천구 목동 중앙남로 9길 28-1, 201호"
정신건강기관,기초정신건강복지센터,목포시 정신건강복지센터,전라남도,목포시,전라남도 목포시 석현로48(2층)
정신건강기관,중독관리통합지원센터,목포시 중독관리통합지원센터,전라남도,목포시,전라남도 목포시 석현로 48(하당보건지소)
정신건강기관,정신재활시설,목화밭,경기도,남양주시,"경기도 남양주시 경춘로양골2길 11-6, B동 201호(금곡동)"
정신건강기관,기초정신건강복지센터,무안군 정신건강복지센터,전라남도,무안군,전라남도 무안군 무안읍 무안로 530
정신건강기관,기초정신건강복지센터,무주군 정신건강복지센터,전라북도,무주군,전라북도 무주군 무주읍 한풍루로 413
정신건강기관,정신재활시설,무주리(술없는마을),강원도,동해시,"강원도 동해시 월평로49, 규수방 아파트 102동 504호"
정신건강기관,정신재활시설,무지개둥지,서울특별시,은평구,서울특별시 은평구 연서로 45-2
정신건강기관,정신요양시설,무지개마을,제주특별자치도,제주시,제주특별자치도 제주시 아봉로 449-1 (월평동)
정신건강기관,기초정신건강복지센터,문경대학교,경상북도,문경시,경상북도 문경시 신흥로 165(2층)
정신건강기관,기초정신건강복지센터,미래병원,전라북도,김제시,전라북도 김제시 성산길 138
정신건강기관,정신재활시설,미래지움,대구광역시,북구,대구광역시 북구 대학로 61-1
정신건강기관,정신재활시설,미추홀하우스,인천광역시,미추홀구,인천광역시 미추홀구 경인로 268번길 33-13
정신건강기관,중독관리통합지원센터,민들레병원,경기도,파주시,경기도 파주시 조리읍 봉천로 68
정신건강기관,기초정신건강복지센터,밀양시 정신건강복지센터,경상남도,밀양시,경상남도 밀양시 삼문중앙로 41
정신건강기관,정신재활시설,바람숲,경기도,김포시,"경기도 김포시 대서명로 8번길 21, 형우이즈뷰 나동"
정신건강기관,정신요양시설,박애원,경기도,고양시 일산동구,경기도 고양시 일산동구 상지석길 441
정신건강기관,정신재활시설,밝은길,서울특별시,중랑구,"서울특별시 중랑구 상봉중앙로 5가길 48, 2층"
정신건강기관,정신재활시설,밝은세상,대전광역시,중구,대전광역시 중구 대종로449 (대흥동)
정신건강기관,정신요양시설,방주의 집,세종특별자치시,전동면,세종특별자치시 전동면 솔티로 293-3
정신건강기관,정신재활시설,버팀목,대전광역시,중구,대전광역시 중구 문창로 123(문창동)
정신건강기관,기초정신건강복지센터,벌교삼호병원,전라남도,보성군,전라남도 보성군 송재로 153. 2층
정신건강기관,정신재활시설,베네스트마음 건강센터,대구광역시,달서구,"대구광역시 달서구 학산로246(송현2동), 삼정빌딩 2층"
정신건강기관,정신재활시설,벧엘의사닥다리,경상북도,포항시 남구,경상북도 포항시 남구 청림서길 35번길 2 미성빌라 403호
정신건강기관,정신재활시설,벧엘클럽하우스,경상남도,양산시,경상남도 양산시 상북면 수서로 349-94
정신건강기관,정신재활시설,별뜰,충청북도,옥천군,충청북도 옥천군 옥천읍 삼청3길 40
정신건강기관,정신재활시설,별자리,강원도,원주시,강원도 원주시 소초면 둔둔로 217-19
정신건강기관,정신재활시설,보금자리,대전광역시,유성구,"대전광역시 유성구 유성대로 694번길 95, 3층(봉명동)"
정신건강기관,정신재활시설,보금자리,충청남도,아산시,충청남도 아산시 초사길 3-88
정신건강기관,정신재활시설,보듬자리,부산광역시,금정구,부산광역시 금정구 금샘로 52
정신건강기관,정신재활시설,보람의집,충청남도,논산시,충청남도 논산시 연산면 한전2길 45-13
정신건강기관,기초정신건강복지센터,보령시 정신건강복지센터,충청남도,보령시,충청남도 보령시 보령남로 234
정신건강기관,정신재활시설,보배정신건강상담센터,전라북도,익산시,전라북도 익산시 인북로2길 53
정신건강기관,중독관리통합지원센터,보은병원,광주광역시,광산구,광주광역시 광산구 상무대로 239-1
정신건강기관,기초정신건강복지센터,보은병원,전라남도,화순군,전라남도 화순군 화순읍 쌍충로 62 화순군보건소 3층
정신건강기관,기초정신건강복지센터,보은성모병원,충청북도,보은군,충청북도 보은군 보은읍 동광길 45
정신건강기관,중독관리통합지원센터,복지와 사람들,서울특별시,구로구,"서울특별시 구로구 새말로 60, 재중요양병원 별관 지층"
정신건강기관,정신재활시설,부산광역시 정신재활시설,부산광역시,사상구,부산광역시 사상구 학감대로 39번길 104-36 3층(학장동)
정신건강기관,자살예방센터,부산광역자살예방센터,부산광역시,남구,부산광역시 남구 수영로 299 루미너스빌딩 12층
정신건강기관,기초정신건강복지센터,부산대학교 산학협력단,부산광역시,북구,부산광역시 북구 만덕대로 89번길 9
정신건강기관,중독관리통합지원센터,부산대학교병원,부산광역시,서구,부산광역시 서구 구덕로 179 융합의학연구동 2층
정신건강기관,정신재활시설,부산소테리아하우스,부산광역시,사상구,부산광역시 사상구 삼덕로 59(덕포동)
정신건강기관,중독관리통합지원센터,부산시립정신병원,부산광역시,사상구,"부산광역시 사상구 모라로110번길 85, 주공1단지 나상가 2층 (모라동)"
정신건강기관,기초정신건강복지센터,부산정신병원,부산광역시,사하구,"부산광역시 사하구 장림번영로 41, 한국메디컬빌딩 5층"
정신건강기관,기초정신건강복지센터,부여군 정신건강복지센터,충청남도,부여군,충청남도 부여군 부여읍 성왕로 205
정신건강기관,정신재활시설,부천공동희망학교,경기도,부천시,경기도 부천시 수도로 40-1 2층
정신건강기관,자살예방센터,부천시자살예방센터,경기도,부천시,경기도 부천시 성오로 172 오정 어울마당 3층
정신건강기관,기초정신건강복지센터,부평정신건강복지센터,인천광역시,부평구,"인천광역시 부평구 부흥로 287, 보건소 별관2층"
정신건강기관,정신요양시설,부활원,충청북도,옥천군,충청북도 옥천군 군북면 이백6길 109
정신건강기관,기초정신건강복지센터,분당서울대학교병원,경기도,성남시 수정구,경기도 성남시 수정구 수정로218 수정구보건소 5층
정신건강기관,기초정신건강복지센터,분당서울대학교병원,경기도,성남시 수정구,경기도 성남시 수정구 수정로 218 수정구보건소 4층
정신건강기관,정신재활시설,뷰티플마인드,대전광역시,동구,대전광역시 동구 비래서로42번길 134 1층
정신건강기관,정신재활시설,브솔시냇가,경상북도,포항시 남구,"경상북도 포항시 남구 상공로204, 2층"
정신건강기관,정신재활시설,비콘,대구광역시,남구,대구광역시 남구 현충로 98
정신건강기관,정신재활시설,비타민,충청남도,천안시 서북구,충청남도 천안시 서북구 월봉7길 54 상문빌딩 4층
정신건강기관,정신재활시설,빛고을베델,광주광역시,북구,"광주광역시 북구 우치로 238번길 28, 드림빌 503호"
정신건강기관,정신재활시설,빛고을보건복지센터,광주광역시,서구,광주광역시 서구 상무대로 916번길 4-3
정신건강기관,정신요양시설,빛고을정신요양원,전라남도,나주시,전라남도 나주시 다도면 다도로 287-22
정신건강기관,기초정신건강복지센터,사람이소중한병원,울산광역시,북구,울산광역시 북구 산업로 1018 북구보건소 2층
정신건강기관,기초정신건강복지센터,사람이소중한병원,울산광역시,중구,울산광역시 중구 외솔큰길 225 중구보건소 3층
정신건강기관,정신재활시설,사랑나눔,경기도,화성시,"경기도 화성시 복만터길 72번길, 7-18"
정신건강기관,정신재활시설,사랑마을,경상남도,진주시,경상남도 진주시 문산읍 제곡길98번길 30
정신건강기관,정신재활시설,사랑밭,경기도,화성시,경기도 화성시 10용사로 661-69
정신건강기관,정신재활시설,사랑샘,전라남도,순천시,전라남도 순천시 강변로977
정신건강기관,정신재활시설,사랑의집,경상북도,김천시,경상북도 김천시 어모면 신애길142
정신건강기관,정신재활시설,사랑채,대전광역시,서구,대전광역시 서구 정림동로 29-11(정림동)
정신건강기관,정신재활시설,사직클럽하우스,부산광역시,동래구,부산광역시 동래구 쇠미로 179 1층(온천동)
정신건강기관,기초정신건강복지센터,사천시 정신건강복지센터,경상남도,사천시,경상남도 사천시 용현면 진삼로 637
정신건강기관,기초정신건강복지센터,산청군 정신건강복지센터,경상남도,산청군,경상남도 산청군 산청읍 중앙로 97
정신건강기관,정신요양시설,삼정원,전라북도,익산시,전라북도 익산시 금마면 쌍능길 145
정신건강기관,정신요양시설,상록원,충청북도,청주시 상당구,충청북도 청주시 상당구 산성로 658번길 301 
정신건강기관,기초정신건강복지센터,상주제일병원,경상북도,상주시,경상북도 상주시 경상대로3023
정신건강기관,정신재활시설,새동네,경기도,오산시,경기도 오산시 현충로 72번길 14 우성그린빌라 104동 102호
정신건강기관,정신재활시설,새로돋는집,서울특별시,관악구,"서울특별시 관악구 대학 18길 41, 401호"
정신건강기관,정신재활시설,새롬마을,서울특별시,노원구,"서울특별시 노원구 동일로 237다길 43, 201호(상계동)"
정신건강기관,정신재활시설,새롬채,전라남도,영광군,전라남도 영광군 영광읍 신남로 264-4
정신건강기관,정신재활시설,새마음정신문화센터,울산광역시,남구,"울산광역시 남구 화합로 105, 로하스빌딩 6층"
정신건강기관,정신재활시설,새벗클럽하우스,서울특별시,강서구,"서울특별시 강서구 강서로52길 88 참빛빌딩 3, 4층"
정신건강기관,정신재활시설,새봄,경기도,수원시 팔달구,경기도 수원시 팔달구 경수대로 480번길 11-1
정신건강기관,기초정신건강복지센터,새빛병원,경상북도,경주시,경상북도 경주시 양저로 300(경주시 보건소 2층)
정신건강기관,기초정신건강복지센터,새샘병원,경기도,과천시,경기도 과천시 관문로 69 과천시보건소 1층
정신건강기관,정신재활시설,새오름터,서울특별시,은평구,서울특별시 은평구 연서로22길 4(대조동)
정신건강기관,기초정신건강복지센터,새움병원,서울특별시,금천구,서울특별시 금천구 시흥대로 123길 11 5층
정신건강기관,정신재활시설,새희망둥지,경기도,고양시 일산동구,경기도 고양시 일산동구 상지석길 443
정신건강기관,중독관리통합지원센터,새희망병원,인천광역시,남동구,"인천광역시 남동구 구월로 320, 4층"
정신건강기관,정신재활시설,새희망재활센터,경상북도,영주시,경상북도 영주시 반지미로 275-11
정신건강기관,정신요양시설,새희망힐링스,경상북도,영주시,경상북도 영주시 반지미로 275-15
정신건강기관,정신요양시설,생림정신요양원,경상남도,김해시,경상남도 김해시 생림면 인제로775
정신건강기관,정신재활시설,생명의터,대전광역시,동구,대전광역시 동구 동부로56-7(판암동) 56-7
정신건강기관,정신재활시설,샤론의집,충청남도,예산군,충청남도 예산군 예산읍 간양길 256
정신건강기관,정신재활시설,샹가,서울특별시,서대문구,"서울특별시 서대문구 증가로10길 16-4, 302호"
정신건강기관,기초정신건강복지센터,서귀포시 정신건강복지센터,제주특별자치도,서귀포시,제주특별자치도 서귀포시 중앙로 101번길 52 서귀포보건소
정신건강기관,중독관리통합지원센터,서귀포시 중독관리통합지원센터,제주특별자치도,서귀포시,제주특별자치도 서귀포시 중앙로 101번길 52
정신건강기관,정신재활시설,서대문 해벗누리,서울특별시,서대문구,서울특별시 서대문구 모래내로173
정신건강기관,기초정신건강복지센터,서대문구 정신건강복지센터,서울특별시,서대문구,"서울특별시 서대문구 연희로 290, 4층"
정신건강기관,정신재활시설,서대문아이존,서울특별시,서대문구,서울특별시 서대문구 연희로26 동방사회복지회 2층 
정신건강기관,정신재활시설,서로돕는마을,전라북도,김제시,전라북도 김제시 금구면 낙산1길46
정신건강기관,기초정신건강복지센터,서산시 정신건강복지센터,충청남도,서산시,충청남도 서산시 호수공원6로 6
정신건강기관,정신재활시설,서울다르크,서울특별시,양천구,서울특별시 양천구 목동 중앙본로 7가길 19-7 다나네스트빌 103호
정신건강기관,기초정신건강복지센터,서울대병원,서울특별시,종로구,서울특별시 종로구 성균관로 15길 10
정신건강기관,기초정신건강복지센터,서울대병원,서울특별시,중구,서울특별시 중구 서소문로 6길 16 3층
정신건강기관,정신요양시설,서울시립 영보정신요양원,경기도,용인시 처인구,경기도 용인시 처인구 이동읍 이원로 483
정신건강기관,자살예방센터,서울시자살예방센터,서울특별시,구로구,"서울특별시 구로구 가마산로 272, 5층"
정신건강기관,정신재활시설,서울우리집,서울특별시,강동구,"서울특별시 강동구 상일로 25길 7-12, 201호"
정신건강기관,광역정신건강복지센터,서울의료원,서울특별시,종로구,"서울특별시 종로구 동숭3길 40 일석기념관 3,4층"
정신건강기관,기초정신건강복지센터,서울의료원,서울특별시,중랑구,서울특별시 중랑구 면목로238 중랑구민회관 1층
정신건강기관,정신요양시설,서울정신요양원,경기도,양주시,경기도 양주시 장흥면 가마골로 258번길122
정신건강기관,기초정신건강복지센터,서인병원,강원도,양구군,강원도 양구군 양구읍 관공서로42 보건소4층
정신건강기관,중독관리통합지원센터,서진복지재단,서울특별시,도봉구,"서울특별시 도봉구 방학로 53, 백윤빌딩 2층"
정신건강기관,기초정신건강복지센터,서진복지재단,인천광역시,부평구,인천광역시 부평구 삼산동 평천로447 
정신건강기관,기초정신건강복지센터,서천군 정신건강복지센터,충청남도,서천군,충청남도 서천군 서천읍 사곡길 26
정신건강기관,기초정신건강복지센터,서초구 정신건강복지센터,서울특별시,서초구,서울특별시 서초구 염곡말길 9 느티나무쉼터 3층
정신건강기관,정신재활시설,서초아이존,서울특별시,서초구,서울특별시 서초구 방배로173 지하1층
정신건강기관,정신재활시설,서초열린세상,서울특별시,서초구,"서울특별시 서초구 신반포로33 길22, 반포종합사회 복지관410호"
정신건강기관,정신재활시설,서희,경기도,수원시 팔달구,경기도 수원시 팔달구 동말로47번길 33-1
정신건강기관,정신재활시설,선재원,충청남도,천안시 동남구,충청남도 천안시 동남구 청수7로 9-4
정신건강기관,정신재활시설,섭리가정,대전광역시,서구,"대전광역시 서구 관저로83, 신선마을아파트 205동 201호"
정신건강기관,정신재활시설,섭리그룹홈,대전광역시,서구,"대전광역시 서구 관저로 48, 구봉마을 704동 101호"
정신건강기관,정신재활시설,섭리행복가정,대전광역시,서구,"대전광역시 서구 관저로 48, 구봉마을 702동 309호"
정신건강기관,중독관리통합지원센터,성남사랑의병원,경기도,성남시 수정구,경기도 성남시 수정구 수정로 218 수정구보건소 5층
정신건강기관,자살예방센터,성남시자살예방센터,경기도,성남시 수정구,경기도 성남시 수정구 수정로 218 수정구보건소 5층
정신건강기관,기초정신건강복지센터,성동병원,대구광역시,북구,"대구광역시 북구 성북로 43, 4층"
정신건강기관,정신재활시설,성모 다움,서울특별시,성동구,서울특별시 성동구 청계천로 506 성동종합사회복지관 4층
정신건강기관,정신요양시설,성부정신수양원,대구광역시,북구,대구광역시 북구 복현로 34길 18-17
정신건강기관,기초정신건강복지센터,성북구 정신건강복지센터,서울특별시,성북구,서울특별시 성북구 화랑로 63
정신건강기관,자살예방센터,성북구자살예방센터,서울특별시,성북구,"서울특별시 성북구 오패산로 21, 4층"
정신건강기관,정신요양시설,성산정신요양원,전라남도,무안군,전라남도 무안군 삼향읍 유교길 101
정신건강기관,기초정신건강복지센터,성안드레아병원,경기도,이천시,경기도 이천시 이섭대천로1119 이천상공회의소 2층 
정신건강기관,정신요양시설,성애원,울산광역시,울주군,울산광역시 울주군 남명리1길 34-48
정신건강기관,기초정신건강복지센터,성은의료재단 연산병원,부산광역시,연제구,"부산광역시 연제구 연제로 2, 연제구보건소 2층"
정신건강기관,정신재활시설,성일유엔아이,전라북도,남원시,전라북도 남원시 사매면 춘향로 822-129
정신건강기관,기초정신건강복지센터,성주군 정신건강복지센터,경상북도,성주군,경상북도 성주군 성주읍 성밖숲길 12
정신건강기관,정신요양시설,성지드림빌,충청남도,논산시,충청남도 논산시 연산면 한전2길 45-14
정신건강기관,정신요양시설,세광정신요양원,경기도,용인시 처인구,경기도 용인시 처인구 백암면 용천로 71번길 54
정신건강기관,정신재활시설,세움공동체,충청남도,계룡시,충청남도 계룡시 엄사면 번영8길 15-2
정신건강기관,정신재활시설,세잎클로버,대구광역시,동구,대구광역시 동구 해동로 8길 41(지저동)
정신건강기관,정신재활시설,세친구,경기도,부천시,경기도 부천시 송내대로 42번길 62 나동 410호
정신건강기관,정신재활시설,소담,서울특별시,강북구,"서울특별시 강북구 한천로 166길 30, 3층(수유동)"
정신건강기관,정신재활시설,소망나래,충청북도,청주시 서원구,충청북도 청주시 서원구 수영로59번길 18-1(수곡동)
정신건강기관,정신재활시설,소망나무,서울특별시,광진구,서울특별시 광진구 능동로 50길 8 2층
정신건강기관,정신요양시설,소망의집,인천광역시,서구,인천광역시 서구 심곡로 132번길 22
정신건강기관,정신재활시설,소망의집,대전광역시,서구,대전광역시 서구 실미길 116(우명동)
정신건강기관,정신재활시설,소망의집,전라북도,진안군,전라북도 진안군 진안읍 원반월안길 39-2
정신건강기관,정신재활시설,소망홈,서울특별시,광진구,서울특별시 광진구 천호대로 113길 29
정신건강기관,정신재활시설,소명,충청남도,천안시 동남구,충청남도 천안시 동남구 양지4길 47
정신건강기관,정신재활시설,소중한사람들,경상북도,칠곡군,경상북도 칠곡군 왜관읍 금남5길 60
정신건강기관,정신요양시설,소화누리,광주광역시,남구,광주광역시 남구 용대로74번길 27
정신건강기관,정신재활시설,소화햇살둥지,광주광역시,남구,"광주광역시 남구 봉선1로 86, 모아아파트 102동 817호"
정신건강기관,기초정신건강복지센터,속초시정신건강복지센터,강원도,속초시,강원도 속초시 중앙로17번길 6 (교동) 
정신건강기관,정신재활시설,송광정신재활센터,광주광역시,광산구,광주광역시 광산구 우산로 17
정신건강기관,정신재활시설,송국클럽하우스,부산광역시,해운대구,부산광역시 해운대구 우동1로 57 대영빌딩 2.3층
정신건강기관,정신요양시설,송원정신요양원,경상남도,양산시,경상남도 양산시 하북면 양산대로 1870-63
정신건강기관,정신재활시설,송이네집,서울특별시,광진구,서울특별시 광진구 능동로 48 가길 7-11
정신건강기관,기초정신건강복지센터,송추정신병원,경기도,양주시,경기도 양주시 삼숭로 61번길10
정신건강기관,기초정신건강복지센터,송파구 정신건강복지센터,서울특별시,송파구,서울특별시 송파구 양산로 5
정신건강기관,자살예방센터,송파구정신건강복지센터,서울특별시,송파구,서울특별시 송파구 양산로 5
정신건강기관,정신재활시설,송파아이존,서울특별시,송파구,서울특별시 송파구 장지동 충민로 6길 17
정신건강기관,정신재활시설,송파어우러기,서울특별시,송파구,"서울특별시 송파구 백제고분로 446, 204호"
정신건강기관,정신재활시설,수린목,서울특별시,구로구,서울특별시 구로구 고척로3길 99 대하쉐르빌 9동 101호
정신건강기관,정신재활시설,수성베네스트,대구광역시,수성구,대구광역시 수성구 수성로 285
정신건강기관,기초정신건강복지센터,수원시성인정신건강복지센터,경기도,수원시 팔달구,경기도 수원시 팔달구 매산로 89 2층 
정신건강기관,자살예방센터,수원시자살예방센터,경기도,수원시 팔달구,경기도 수원시 팔달구 동말로 47번길 17
정신건강기관,중독관리통합지원센터,수인복지재단,대구광역시,동구,대구광역시 동구 아양로 246-1(3층)
정신건강기관,기초정신건강복지센터,순천시 정신건강복지센터,전라남도,순천시,전라남도 순천시 중앙로 232 순천시보건소 3층
정신건강기관,기초정신건강복지센터,순천향대학교부속 부천병원,경기도,부천시,경기도 부천시 성오로 172 오정어울마당 3층
정신건강기관,정신재활시설,숭인사회복귀시설,경상남도,양산시,경상남도 양산시 모래들1길 91
정신건강기관,정신재활시설,쉐어하우스,경기도,부천시,경기도 부천시 소사로126번길 59-7 2층
정신건강기관,정신재활시설,쉼터공동체,대전광역시,유성구,대전광역시 유성구 세동로474-35
정신건강기관,정신재활시설,스롤라인,서울특별시,용산구,서울특별시 용산구 백범로 90길 이레빌딩 1층
정신건강기관,정신요양시설,스마일빌,전라북도,남원시,전라북도 남원시 대면대곡 신계길397
정신건강기관,정신요양시설,승우정신요양원,경기도,오산시,경기도 오산시 가장산업동로 69-9
정신건강기관,정신요양시설,시일건강타운,전라남도,장성군,전라남도 장성군 북하면 백양로 445
정신건강기관,자살예방센터,시흥시자살예방센터,경기도,시흥시,경기도 시흥시 호현로 55 
정신건강기관,정신요양시설,신생원,대전광역시,유성구,대전광역시 유성구 진잠옛로 135번길 115
정신건강기관,기초정신건강복지센터,신세계효병원,전라북도,부안군,전라북도 부안군 부안읍 오리정로 124
정신건강기관,기초정신건강복지센터,신세광의료재단 세광병원,울산광역시,울주군,울산광역시 울주군 서향교1길 67-122층
정신건강기관,기초정신건강복지센터,신한대학교,경기도,동두천시,경기도 동두천시 중앙로 167
정신건강기관,정신요양시설,신혜힐링타운,전라남도,해남군,전라남도 해남군 해남읍 중앙1로 391
정신건강기관,정신요양시설,심경장원,대전광역시,유성구,대전광역시 유성구 진잠옛로 222-170
정신건강기관,정신재활시설,아가페하우스,광주광역시,북구,"광주광역시 북구 양지택지로 37번길 30, 가람하이빌 401~404호"
정신건강기관,정신재활시설,아람터,경기도,수원시 장안구,"경기도 수원시 장안구 광교산로 138번길34, 8동 201호"
정신건강기관,정신재활시설,아름다운교회 사랑의집,서울특별시,강북구,서울특별시 강북구 도봉로 71가길 27(수유동)
정신건강기관,정신재활시설,아름다운세상,서울특별시,구로구,서울특별시 구로구 고척로 52라길 11-23
정신건강기관,정신재활시설,아름다운세상,경기도,시흥시,"경기도 시흥시 군자로 466번길 37, 거모종합사회복지관 내 2층"
정신건강기관,정신재활시설,아름다운세상,전라북도,전주시 덕진구,전라북도 전주시 덕진구 아중7길 9-5
정신건강기관,정신재활시설,아름다운집,전라북도,전주시 덕진구,전라북도 전주시 덕진구 인교9길11 아중지1 401호
정신건강기관,정신재활시설,아름드리,서울특별시,양천구,"서울특별시 양천구 남부순환로 59길 16-1, 201호"
정신건강기관,정신재활시설,아름드리,대전광역시,중구,대전광역시 중구 대흥로 87(대흥동)
정신건강기관,정신재활시설,아미정신건강센터,부산광역시,서구,부산광역시 서구 아미로12번길 25
정신건강기관,기초정신건강복지센터,아산시 정신건강복지센터,충청남도,아산시,충청남도 아산시 번영로 224번길 20
정신건강기관,중독관리통합지원센터,아산시 중독관리통합지원센터,충청남도,아산시,충청남도 아산시 번영로 224번길 20
정신건강기관,정신재활시설,아산장애인 직업재활센터,충청남도,아산시,충청남도 아산시 번영로 169번길 13-1
정신건강기관,기초정신건강복지센터,아주대학교의료원,경기도,수원시 장안구,"경기도 수원시 장안구 송원로101, 1층(조원동, 장안구청)"
정신건강기관,기초정신건강복지센터,아주대학교의료원,경기도,수원시 팔달구,경기도 수원시 팔달구 동말로 47번길 17
정신건강기관,기초정신건강복지센터,아주대학교의료원,경기도,수원시 영통구,경기도 수원시 영통구 영통로396 (영통구보건소) 4층
정신건강기관,기초정신건강복지센터,안동병원,경상북도,안동시,경상북도 안동시 경동로 663 남부빌딩 2층
정신건강기관,자살예방센터,안산시자살예방센터,경기도,안산시 상록구,경기도 안산시 상록구 차돌배기로1길 5 상록수보건소 3층
정신건강기관,정신재활시설,알코올의존자 사회복귀시설 까리따스,서울특별시,서초구,서울특별시 서초구 남부순환로 2124번지 까리따스 방배종합사회복지관 4층
정신건강기관,중독관리통합지원센터,양산부산대학교병원,경상남도,양산시,"경상남도 양산시 중앙로 7-32, 4층(다방동, 양산시보건복지센터)"
정신건강기관,기초정신건강복지센터,양양군정신건강복지센터,,,양양군 양양읍 양양로 9-5(양양군보건소2층)
정신건강기관,정신재활시설,양천아이존,서울특별시,양천구,서울특별시 양천구 화곡로 47
정신건강기관,기초정신건강복지센터,양평군 정신건강복지센터,경기도,양평군,경기도 양평군 양평읍 중앙로 111번길 34-21(3층)
정신건강기관,자살예방센터,양평군자살예방센터,경기도,양평군,경기도 양평군 양평읍 중앙로 111번길 34-21 3층
정신건강기관,정신재활시설,어깨동무,서울특별시,중랑구,"서울특별시 중랑구 동일로92길 39-2,1 2층"
정신건강기관,정신재활시설,어울림,서울특별시,중랑구,"서울특별시 중랑구 용마산로331-1 401, 402"
정신건강기관,정신재활시설,어울림,대전광역시,서구,"대전광역시 서구 도마로25번길 54, 201호(도마동)"
정신건강기관,정신재활시설,어울림,경상북도,경주시,경상북도 경주시 석장1길 29-36.101호
정신건강기관,정신재활시설,어울림2,경상북도,경주시,경상북도 경주시 석장1길 29-36.405호
정신건강기관,정신재활시설,에버그린하우스,서울특별시,은평구,서울특별시 은평구 갈현로 29길 51 예성베르빌B01호 
정신건강기관,기초정신건강복지센터,여수시 정신건강복지센터,전라남도,여수시,전라남도 여수시 시청서4길 47(학동)
정신건강기관,중독관리통합지원센터,여수시 중독관리통합지원센터,전라남도,여수시,전라남도 여수시 시청서 4길 47
정신건강기관,정신재활시설,여울목,서울특별시,강서구,"서울특별시 강서구 화곡로 13길 66-28, 301호"
정신건강기관,기초정신건강복지센터,여주대학교 산학협력단,경기도,여주시,경기도 여주시 세종로 338번지 여주대학교 대학본부 2층
정신건강기관,자살예방센터,여주시자살예방센터,경기도,여주시,경기도 여주시 세종로 338
정신건강기관,기초정신건강복지센터,연세대학교 산학협력단,강원도,평창군,강원도 평창군 평창읍 종부로61
정신건강기관,기초정신건강복지센터,연세대학교 원주산학협력단,강원도,원주시,강원도 원주시 원일로139 시민문화센터 4층
정신건강기관,기초정신건강복지센터,연세대학교 원주산학협력단,강원도,횡성군,강원도 횡성군 횡성읍 횡성로 379
정신건강기관,중독관리통합지원센터,연세대학교 원주산학협력단,강원도,원주시,강원도 원주시 원일로139
정신건강기관,정신재활시설,연수새누리,인천광역시,연수구,"인천광역시 연수구 앵고개로 183, 남동부수도사업소 2층"
정신건강기관,정신재활시설,열린세상,서울특별시,양천구,"서울특별시 양천구 남부순환로 450, 301호"
정신건강기관,기초정신건강복지센터,영광기독신하병원,전라북도,고창군,전라북도 고창군 전봉준로90
정신건강기관,기초정신건강복지센터,영광기독신하병원,전라남도,영광군,전라남도 영광군 영광읍 신남로 4길 17
정신건강기관,정신재활시설,영광사회복귀시설,전라남도,영광군,전라남도 영광군 영광읍 신남로 268
정신건강기관,기초정신건강복지센터,영남대학교의료원,대구광역시,남구,대구광역시 남구 대명2동 영선길34 남구보건소 4층
정신건강기관,정신요양시설,영남정신요양원,경상북도,김천시,경상북도 김천시 어모면 작점로640
정신건강기관,기초정신건강복지센터,영덕군 정신건강복지센터,경상북도,영덕군,경상북도 영덕군 영덕읍 경동로 8367
정신건강기관,기초정신건강복지센터,영동군 정신건강복지센터,충청북도,영동군,충청북도 영동군 영동읍 반곡동길 7 영동군보건소
정신건강기관,기초정신건강복지센터,영등포구 정신건강복지센터,서울특별시,영등포구,"서울특별시 영등포구 당산로 123, 영등포구보건소 4층 "
정신건강기관,정신재활시설,영등포아이존,서울특별시,영등포구,"서울특별시 영등포구 영등포로 84길 24-14, 2층"
정신건강기관,정신요양시설,영생원,충청북도,옥천군,충청북도 옥천군 옥천읍 삼청3길 34
정신건강기관,기초정신건강복지센터,영양군 정신건강복지센터,경상북도,영양군,경상북도 영양군 영양읍 동서대로 82
