시설유형,시설종류,시설명,시도,시군구,주소
정신건강기관,기초정신건강복지센터,영월군 정신건강복지센터,강원도,영월군,강원도 영월군 영월읍 하송로 46-43 1층
정신건강기관,기초정신건강복지센터,영주시 정신건강복지센터,경상북도,영주시,경상북도 영주시 영주로 159번길 73 영주시치매안심센터 2층
정신건강기관,기초정신건강복지센터,영파의료재단 마음향기병원,부산광역시,금정구,부산광역시 금정구 중앙대로 1777 금정구청 별관 5층
정신건강기관,기초정신건강복지센터,예미담요양병원,충청북도,진천군,충청북도 진천군 진천읍 중앙북1길 11-8 진천군보건소 별관 2층
정신건강기관,기초정신건강복지센터,예산군 정신건강복지센터,충청남도,예산군,충청남도 예산군 예산읍 군청로 22
정신건강기관,정신요양시설,예산정신요양원,충청남도,예산군,충청남도 예산군 예산읍 간양길 258
정신건강기관,정신재활시설,예스홈,서울특별시,도봉구,서울특별시 도봉구 우이천로 38 나길 53
정신건강기관,기초정신건강복지센터,예천군 정신건강복지센터,경상북도,예천군,경상북도 예천군 예천읍 충효로 424
정신건강기관,정신재활시설,예체르하우스,서울특별시,강서구,서울특별시 강서구 강서로 18아길 25-14 201호
정신건강기관,정신요양시설,오석산정신요양원,충청남도,부여군,충청남도 부여군 부여읍 청마로 61
정신건강기관,중독관리통합지원센터,온사랑병원,부산광역시,해운대구,"부산광역시 해운대구 반송로853, 반송보건지소1층"
정신건강기관,기초정신건강복지센터,완도군 정신건강복지센터,전라남도,완도군,전라남도 완도군 완도읍 농공단지길 34
정신건강기관,정신재활시설,요셉의집,경상북도,청도군,경상북도 청도군 이서면 서원길 3-140
정신건강기관,정신재활시설,요한빌리지,광주광역시,남구,광주광역시 남구 방림로 5(방림동)
정신건강기관,기초정신건강복지센터,용산구 정신건강복지센터,서울특별시,용산구,서울특별시 용산구 녹사평대로150 용산보건소1층
정신건강기관,정신재활시설,용산새빛,서울특별시,용산구,서울특별시 용산구 원효로 35길 1-22 
정신건강기관,자살예방센터,용인시정신건강복지센터(부설) 자살예방센터,경기도,용인시 기흥구,경기도 용인시 기흥구 신갈로 58번길 11 신갈동행정복지센터내3층
정신건강기관,정신재활시설,우리내꿈터,강원도,춘천시,"강원도 춘천시 중앙로 104-1,2층"
정신건강기관,정신요양시설,우리누리,대전광역시,서구,대전광역시 서구 장안로 835
정신건강기관,정신재활시설,우리둥지,대구광역시,달서구,"대구광역시 달서구 와룡로 9길 75, 파라다이스빌라 A동 505호"
정신건강기관,정신재활시설,우리들정신건강센터,충청북도,청주시 서원구,충청북도 청주시 서원구 청남로 2089
정신건강기관,정신재활시설,우리마을,경기도,수원시 영통구,"경기도 수원시 영통구 영통로 200번길 43, 영통우리빌 나동"
정신건강기관,정신재활시설,우리집,서울특별시,광진구,"서울특별시 광진구 긴고랑로36길 57-11, 202호"
정신건강기관,정신재활시설,우리집,경기도,용인시 처인구,경기도 용인시 처인구 금학로 277번길 8-4 우리집
정신건강기관,기초정신건강복지센터,울산대학교병원,울산광역시,동구,"울산광역시 동구 봉수로 155, 동구보건소 3층"
정신건강기관,기초정신건강복지센터,울진군 정신건강복지센터,경상북도,울진군,경상북도 울진군 울진읍 읍내8길 61-8
정신건강기관,기초정신건강복지센터,원광학원,전라북도,익산시,전라북도 익산시 무왕로 975
정신건강기관,자살예방센터,원주시자살예방센터,강원도,원주시,강원도 원주시 원일로 139 건강문화센터 4층
정신건강기관,정신재활시설,월산사회복귀시설,인천광역시,부평구,인천광역시 부평구 평천로 319-5 에바다빌딩 3층
정신건강기관,정신재활시설,위드유,서울특별시,동대문구,"서울특별시 동대문구 한천로 424, 인월빌딩 4층"
정신건강기관,정신재활시설,위캔클럽,부산광역시,연제구,"부산광역시 연제구 중앙대로 1239, 8층 위캔클럽"
정신건강기관,정신재활시설,유쾌한집1,서울특별시,도봉구,서울특별시 도봉구 도봉산 3길 12-4 401호
정신건강기관,정신재활시설,유쾌한집2,서울특별시,도봉구,서울특별시 도봉구 도봉산 3길 12-4 401호
정신건강기관,정신재활시설,유쾌한집3,서울특별시,도봉구,서울특별시 도봉구 도봉산 3길 12-4 401호
정신건강기관,정신재활시설,유쾌한집4,서울특별시,도봉구,서울특별시 도봉구 도봉산 3길 12-4 401호
정신건강기관,기초정신건강복지센터,은평구 정신건강복지센터,서울특별시,은평구,서울특별시 은평구 연서로 34길 11
정신건강기관,정신요양시설,은혜로운집,서울특별시,은평구,서울특별시 은평구 갈현로 15길 27-1
정신건강기관,정신요양시설,은혜원,경기도,화성시,경기도 화성시 장안면 포승장안로 1194-24
정신건강기관,정신재활시설,은혜의집,인천광역시,강화군,인천광역시 강화군 내가면 고비고개로 646-2
정신건강기관,중독관리통합지원센터,을지대학교 을지병원,서울특별시,노원구,서울특별시 노원구 노원로 16길 15 중계주공 9단지 912동 1층
정신건강기관,광역정신건강복지센터,을지대학교병원,대전광역시,중구,대전광역시 중구 대종로 88번길 9
정신건강기관,기초정신건강복지센터,을지대학교병원,대전광역시,대덕구,"대전광역시 대덕구 석봉로 8번길 55, 별관 2층(석봉동, 대덕구보건소)"
정신건강기관,기초정신건강복지센터,음성소망병원,충청북도,음성군,충청북도 음성군 금왕읍 금석로 74
정신건강기관,기초정신건강복지센터,의령군 정신건강복지센터,경상남도,의령군,경상남도 의령군 의병로8길 16
정신건강기관,중독관리통합지원센터,의료법인 다사랑의료재단,광주광역시,서구,광주광역시 서구 회재로 897-1 2층
정신건강기관,기초정신건강복지센터,의료법인 연강의료재단,제주특별자치도,제주시,"제주특별자치도 제주시 연삼로 264, 제주보건소 2층"
정신건강기관,중독관리통합지원센터,의료법인 연강의료재단,제주특별자치도,제주시,제주특별자치도 제주시 서광로 175(아세아빌딩 5층)
정신건강기관,중독관리통합지원센터,의료법인 예경의료재단,경상남도,창원시 마산합포구,"경상남도 창원시 마산합포구 합포로 2, 3층"
정신건강기관,광역정신건강복지센터,의료법인 용인병원 유지재단,경기도,수원시 장안구,경기도 수원시 장안구 수성로 245번길 69(정자동) 경기도의료원 2층
정신건강기관,기초정신건강복지센터,의료법인 청주병원,충청북도,청주시 청원구,충청북도 청주시 청원구 오창읍 과학산업 3로 238
정신건강기관,기초정신건강복지센터,의료법인용인병원 유지재단,경기도,용인시 기흥구,경기도 용인시 기흥구 신갈로 58번길 11
정신건강기관,기초정신건강복지센터,의료법인정화의료재단 김원묵기념 봉생병원,부산광역시,동구,부산광역시 동구 구청로1 동구의회 2층
정신건강기관,기초정신건강복지센터,의성군 정신건강복지센터,경상북도,의성군,경상북도 의성군 의성읍 안평의성로1122-30
정신건강기관,자살예방센터,의정부시정신건강복지센터 부설 자살예방센터,경기도,의정부시,경기도 의정부시 범골로 131
정신건강기관,기초정신건강복지센터,이대목동병원,서울특별시,양천구,서울특별시 양천구 목동서로 339 양천구보건소 지하1층
정신건강기관,정신재활시설,이레,경기도,의정부시,"경기도 의정부시 호국로 1304, 제이에스 베네스트 301호"
정신건강기관,정신재활시설,이음,서울특별시,강동구,서울특별시 강동구 성내2동 136-18
정신건강기관,중독관리통합지원센터,이음병원,경기도,안양시 만안구,경기도 안양시 만안구 문예로 48 안양시 만안구보건소 5층
정신건강기관,자살예방센터,이천시자살예방센터,경기도,이천시,경기도 이천시 증일동 이섭대천로 1119 2층 
정신건강기관,정신재활시설,인광희망의샘,광주광역시,동구,광주광역시 동구 금남로170-24
정신건강기관,기초정신건강복지센터,인산의료재단 전라북도 마음사랑병원,전라북도,완주군,전라북도 완주군 봉동동서로 89
정신건강기관,정신요양시설,인선요양원,전라남도,순천시,전라남도 순천시 매봉길30
정신건강기관,기초정신건강복지센터,인제군 정신건강복지센터,강원도,인제군,강원도 인제군 인제읍 인제로140번길 34
정신건강기관,기초정신건강복지센터,인제대학교 부산백병원,부산광역시,부산진구,부산광역시 부산진구 시민공원로 30 부산진구청 별관 건강증진센터 내 2층
정신건강기관,기초정신건강복지센터,인제대학교 산학협력단,부산광역시,서구,부산광역시 서구 부용로 30 서구보건소 2층 202호
정신건강기관,기초정신건강복지센터,인제대학교 일산백병원,경기도,고양시 일산동구,경기도 고양시 일산동구 중앙로 1228 동구보건소 2층
정신건강기관,기초정신건강복지센터,인제대학교 일산백병원,경기도,광명시,"경기도 광명시 오리로 613, 3층(하안동)"
정신건강기관,기초정신건강복지센터,인제대학교 해운대백병원,부산광역시,기장군,"부산광역시 기장군 정관읍 용수로11, 정관지소 4층"
정신건강기관,기초정신건강복지센터,인천광역시의료원,인천광역시,연수구,인천광역시 연수구 예술로 20번길 15 
정신건강기관,자살예방센터,인천광역시자살예방센터,인천광역시,남동구,인천광역시 남동구 남동대로 774번길 24 가천뇌과학연구원 5층
정신건강기관,자살예방센터,인천미추홀구 자살예방센터,인천광역시,미추홀구,"인천광역시 미추홀구 독정이로95, 미추홀구청 본관3청사 2층 "
정신건강기관,기초정신건강복지센터,인천미추홀구 정신건강복지센터,인천광역시,미추홀구,"인천광역시 미추홀구 독정이로95, 미추홀구청 본관3청사 2층 "
정신건강기관,기초정신건강복지센터,인천참사랑병원,인천광역시,서구,인천광역시 서구 탁옥로39 서구보건소 4층
정신건강기관,중독관리통합지원센터,인천참사랑병원,인천광역시,계양구,인천광역시 계양구 계양대로 126
정신건강기관,중독관리통합지원센터,인하대학교 산학협력단,인천광역시,연수구,인천광역시 연수구 앵고개로183 남동부수도사업소2층
정신건강기관,중독관리통합지원센터,인하대학교 산학협력단,경기도,수원시 팔달구,"경기도 수원시 팔달구 매산로 89, 2층"
정신건강기관,기초정신건강복지센터,인하대학교의과 대학부속병원,인천광역시,중구,인천광역시 중구 참외전로 72번길 21 
정신건강기관,기초정신건강복지센터,인혜의료재단 가나병원,부산광역시,남구,부산광역시 남구 유엔평화로 4번길 61 3층
정신건강기관,정신요양시설,자매정신요양원,부산광역시,사하구,부산광역시 사하구 사리로 37
정신건강기관,기초정신건강복지센터,장성군 정신건강복지센터,전라남도,장성군,전라남도 장성군 청운 11길 13
정신건강기관,정신재활시설,장수보건복지센터,전라북도,장수군,전라북도 장수군 장수읍 장천로 400
정신건강기관,정신재활시설,장안좋은집,경기도,수원시 장안구,경기도 수원시 장안구 경수대로 908번길 38-14
정신건강기관,기초정신건강복지센터,장유누가병원,경상남도,김해시,경상남도 김해시 분성로 227번길 210호
정신건강기관,광역정신건강복지센터,전남대학교병원,광주광역시,동구,"광주광역시 동구 제봉로 27, 5F"
정신건강기관,기초정신건강복지센터,전남대학교병원,광주광역시,북구,광주광역시 북구 북문대로 43 2층
정신건강기관,기초정신건강복지센터,전라북도 마음사랑병원,전라북도,정읍시,전라북도 정읍시 수성1로 61 2층
정신건강기관,중독관리통합지원센터,전북대학교,전라북도,전주시 덕진구,전라북도 전주시 덕진구 백제대로 689
정신건강기관,기초정신건강복지센터,전북대학교병원,전라북도,전주시 덕진구,"전라북도 전주시 덕진구 벚꽃로 55, 덕진진료실 2층"
정신건강기관,기초정신건강복지센터,전북신세계병원,전라북도,군산시,전라북도 군산시 대야면 백마길 16
정신건강기관,정신재활시설,정다운집,충청남도,부여군,충청남도 부여군 외산면 외산로 79번길 31 1동 101호
정신건강기관,기초정신건강복지센터,정성군 정신건강복지센터,강원도,정선군,강원도 정선군 정선읍 녹송로 33
정신건강기관,정신요양시설,정신요양시설 천봉산요양원,경상북도,상주시,경상북도 상주시 만산8길 70
정신건강기관,정신요양시설,정심수양원,대구광역시,동구,대구광역시 동구 팔공산로 254길 123
정신건강기관,정신요양시설,정심원,전라북도,완주군,전라북도 완주군 소양면 송광수만로 343번지
정신건강기관,기초정신건강복지센터,정진의료재단 영화병원,인천광역시,남동구,인천광역시 남동구 인주대로819 문화빌딩 6층
정신건강기관,광역정신건강복지센터,제주대학교병원,제주특별자치도,제주시,제주특별자치도 제주시 아란 13길 15 제주대학교병원 내 별관 2층
정신건강기관,정신재활시설,제주정신재활센터,제주특별자치도,제주시,"제주특별자치도 제주시 동광로 1길11, 4층 "
정신건강기관,중독관리통합지원센터,조선대학교 사회복지회,광주광역시,동구,"광주광역시 동구 금남로166(금남로5가, 대화빌딩3층)"
정신건강기관,정신재활시설,종로 행복일굼터,서울특별시,종로구,서울특별시 종로구 종로43길 9
정신건강기관,정신재활시설,종로아이존,서울특별시,종로구,서울특별시 종로구 자하문로 89
정신건강기관,정신재활시설,좋은나무,서울특별시,중랑구,"서울특별시 중랑구 동일로92길 39-21, 202호"
정신건강기관,정신재활시설,좋은날,경기도,평택시,"경기도 평택시 통미로18, 가원빌라 가동 301호"
정신건강기관,정신재활시설,좋은사람들,서울특별시,영등포구,서울특별시 영등포구 도림로 188-1(대림동)
정신건강기관,정신재활시설,좋은세상,충청남도,천안시 동남구,충청남도 천안시 동남구 구성12길 28-1
정신건강기관,정신재활시설,좋은우리,충청남도,천안시 동남구,"충청남도 천안시 동남구 다가말 2길45, 403호"
정신건강기관,정신재활시설,좋은이웃,충청남도,아산시,충청남도 아산시 음봉면 음봉로 681번길 75
정신건강기관,정신재활시설,좋은이웃센터,대전광역시,중구,대전광역시 중구 대흥로 171(대흥동)
정신건강기관,정신재활시설,좋은친구들,울산광역시,울주군,울산광역시 울주군 온산읍 신경10길 12
정신건강기관,정신재활시설,주순애원,경상남도,고성군,경상남도 고성군 고성읍 우산2길312
정신건강기관,정신재활시설,중구아이존,서울특별시,중구,서울특별시 중구 서소문로6길 16
정신건강기관,정신재활시설,중랑한울지역 정신건강센터,서울특별시,중랑구,서울특별시 중랑구 용마산로 115길 65 우주빌딩 4층
정신건강기관,기초정신건강복지센터,진도군 정신건강복지센터,전라남도,진도군,전라남도 진도군 진도읍 남동1길 40-9
정신건강기관,정신요양시설,진산요양원,전라남도,나주시,전라남도 나주시 노안면 노안삼도로 507-22
정신건강기관,기초정신건강복지센터,진안군 정신건강복지센터,전라북도,진안군,전라북도 진안군 진무로 1189
정신건강기관,기초정신건강복지센터,진주시 정신건강복지센터,경상남도,진주시,경상남도 진주시 문산읍 월아산로 983
정신건강기관,정신재활시설,집으로,경기도,수원시 권선구,경기도 수원시 권선구 정조로432 미영A 110동 102호
정신건강기관,정신재활시설,징검다리,경상북도,안동시,경상북도 안동시 경동로 1047-1번지 2층
정신건강기관,기초정신건강복지센터,차지현정신건강 의학과의원,인천광역시,계양구,인천광역시 계양구 장기서로8 장기보건지소 3층
정신건강기관,정신재활시설,참누리정신건강상담센터,대구광역시,북구,대구광역시 북구 대학로 133
정신건강기관,정신재활시설,참마음,전라북도,익산시,전라북도 익산시 황등면 황등중앙로 112
정신건강기관,정신요양시설,참사랑낙원,전라북도,전주시 완산구,전라북도 전주시 완산구 바람쐬는길 152
정신건강기관,정신재활시설,참살이클럽하우스,부산광역시,동래구,부산광역시 동래구 중앙대로 1331(3층)
정신건강기관,정신재활시설,참좋은집,강원도,강릉시,강원도 강릉시 강릉대로 419번길 42
정신건강기관,기초정신건강복지센터,창녕군 정신건강복지센터,경상남도,창녕군,경상남도 창녕군 창녕읍 우포2로 1189-35
정신건강기관,광역정신건강복지센터,창원경상대학교병원,경상남도,창원시 의창구,경상남도 창원시 의창구 동읍 동읍로 457번길 48
정신건강기관,기초정신건강복지센터,창원시 마산 정신건강복지센터,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 월영동북로 15
정신건강기관,기초정신건강복지센터,창원시 진해 정신건강복지센터,경상남도,창원시 진해구,경상남도 창원시 진해구 중원동로 62 진해서부보건지소 3층
정신건강기관,기초정신건강복지센터,천안시 정신건강복지센터,충청남도,천안시 동남구,충청남도 천안시 동남구 버들로 40 
정신건강기관,자살예방센터,천안시자살예방센터,충청남도,천안시 서북구,충청남도 천안시 서북구 서부 8길 29 (성정동 684-1)
정신건강기관,기초정신건강복지센터,천주의성요한수도회,광주광역시,동구,광주광역시 동구 서남로 1 동구보건소 2층
정신건강기관,기초정신건강복지센터,철원군 정신건강복지센터,강원도,철원군,강원도 철원군 갈말읍 군탄로16
정신건강기관,기초정신건강복지센터,청도메타병원,경상북도,청도군,경상북도 청도군 화양읍 청화로79-15
정신건강기관,정신재활시설,청소년사회 복귀시설 비상,서울특별시,관악구,서울특별시 관악구 남부순환로 2054 광일빌딩 4층
정신건강기관,기초정신건강복지센터,청송군 정신건강복지센터,경상북도,청송군,경상북도 청송군 청송읍 의료원길 19
정신건강기관,기초정신건강복지센터,청아의료재단 동서병원,경상남도,창원시 의창구,경상남도 창원시 의창구 중앙대로 162번길 9
정신건강기관,중독관리통합지원센터,청아의료재단 동서병원,경상남도,창원시 의창구,경상남도 창원시 의창구 중앙대로 162번길 9(신월동) 창원보건소 4층
정신건강기관,기초정신건강복지센터,청양군 정신건강복지센터,충청남도,청양군,충청남도 청양군 청양읍 칠갑산로7길 54
정신건강기관,정신재활시설,청원사회복귀시설,충청북도,청주시 청원구,충청북도 청주시 청원구 북이면 신대석성로 121-11
정신건강기관,기초정신건강복지센터,청주의료원,충청북도,청주시 서원구,"충청북도 청주시 서원구 구룡산로 235, 4층"
정신건강기관,중독관리통합지원센터,청주의료원,충청북도,청주시 상당구,충청북도 청주시 상당구 대성로 172번길 21. 3층
정신건강기관,정신재활시설,청주정신건강센터,충청북도,청주시 서원구,충청북도 청주시 서원구 청남로 2124
정신건강기관,기초정신건강복지센터,축령복음병원,경기도,남양주시,경기도 남양주시 경춘로 1037 남양주1청사 신관1층
정신건강기관,자살예방센터,춘천시자살예방센터,강원도,춘천시,강원도 춘천시 효제길 35
정신건강기관,기초정신건강복지센터,충남대학교 간호과학연구소,충청남도,금산군,충청남도 금산군 금산읍 금산로 1559 다락원스포츠센터 내 1층
정신건강기관,기초정신건강복지센터,충남대학교 산학협력단,충청북도,옥천군,충청북도 옥천군 옥천읍 삼양로 8길 10
정신건강기관,기초정신건강복지센터,충남대학교병원,대전광역시,동구,대전광역시 동구 현암로 22(삼성동)
정신건강기관,기초정신건강복지센터,충남대학교병원,세종특별자치시,조치원읍,세종특별자치시 조치원읍 수원지1길16 세종시립의원 2층
정신건강기관,광역정신건강복지센터,충북대학교병원,충청북도,청주시 서원구,충청북도 청주시 서원구 1순환로 771
정신건강기관,기초정신건강복지센터,충북대학교병원,충청북도,청주시 상당구,충청북도 청주시 상당구 남일면 단재로 480
정신건강기관,정신재활시설,충주어울림센터,충청북도,충주시,충청북도 충주시 도장관주로 34-12
정신건강기관,기초정신건강복지센터,칠곡시몬병원,경상북도,칠곡군,경상북도 칠곡군 왜관읍 관문로1길 30
정신건강기관,기초정신건강복지센터,카톨릭대학교 산학협력단,경기도,시흥시,경기도 시흥시 호현로 55
정신건강기관,정신재활시설,카프여성거주시설,서울특별시,마포구,서울특별시 마포구 성미산로5길 50-15
정신건강기관,정신재활시설,카프이용센터,경기도,고양시 일산동구,경기도 고양시 일산동구 일산로 86
정신건강기관,정신재활시설,카프치료 공동체 둥지,서울특별시,은평구,"서울특별시 은평구 연서로 37가길 10-10, 201호"
정신건강기관,정신재활시설,카프치료공동체 감나무집,서울특별시,마포구,서울특별시 마포구 연남동 565-37
정신건강기관,정신재활시설,컴넷하우스,부산광역시,수영구,부산광역시 수영구 망미배산로 76번나길 27
정신건강기관,기초정신건강복지센터,큰빛병원,울산광역시,남구,"울산광역시 남구 삼산중로 132(삼산동, 남구보건소 3층)"
정신건강기관,정신재활시설,클럽하우스 해피투게더,인천광역시,계양구,인천광역시 계양구 계양산로 19(2층)
정신건강기관,기초정신건강복지센터,태안군 정신건강복지센터,충청남도,태안군,충청남도 태안군 태안읍 서해로 1952-16
정신건강기관,정신재활시설,태화샘솟는집,서울특별시,마포구,서울특별시 마포구 아현동 772
정신건강기관,정신재활시설,태화해뜨는샘,서울특별시,강남구,서울특별시 강남구 광평로 185 태화기독교사회복지관 3층
정신건강기관,기초정신건강복지센터,태훈의료재단,경상북도,봉화군,경상북도 봉화군 봉화읍 봉화로 1203
정신건강기관,기초정신건강복지센터,통영시 정신건강복지센터,경상남도,통영시,"경상남도 통영시 안개4길 108,3층"
정신건강기관,정신재활시설,파란마음,서울특별시,은평구,"서울특별시 은평구 갈현로 33길 32, 201호"
정신건강기관,정신요양시설,파랑새둥지,충청남도,아산시,충청남도 아산시 신창면 온천대로 842번길 111
정신건강기관,자살예방센터,파주시정신건강복지센터(부설) 자살예방센터,경기도,파주시,경기도 파주시 봉천로 68 파주건강증진센터 1층
정신건강기관,기초정신건강복지센터,평택시 정신건강복지센터,경기도,평택시,경기도 평택시 평택5호 56 평택보건소 A동 2층
정신건강기관,정신재활시설,평화의집,강원도,춘천시,강원도 춘천시 춘천로 281번길 14-6
정신건강기관,정신재활시설,평화정신재활시설,서울특별시,노원구,"서울특별시 노원구 노원로 331, 평화종합사회복지관 3층(중계동)"
정신건강기관,기초정신건강복지센터,포천시정신건강복지센터,경기도,포천시,경기도 포천시 포천로 1612 보건소 3층
정신건강기관,중독관리통합지원센터,포항시 중독관리통합지원센터,경상북도,포항시 북구,경상북도 포항시 북구 삼흥로98 
정신건강기관,기초정신건강복지센터,포항시남구 정신건강복지센터,경상북도,포항시 남구,경상북도 포항시 남구 동해안로6119번길
정신건강기관,기초정신건강복지센터,포항시북구 정신건강복지센터,경상북도,포항시 북구,경상북도 포항시 북구 삼흥로98
정신건강기관,정신재활시설,푸른존,서울특별시,강북구,"서울특별시 강북구 도봉로 66길 35, 1층(미아동)"
정신건강기관,정신재활시설,품,충청남도,천안시 동남구,충청남도 천안시 동남구 양지19길 12-13
정신건강기관,기초정신건강복지센터,하남시정신건강복지센터,경기도,하남시,"경기도 하남시 미사강변대로 200, 미사보건센터 2층"
정신건강기관,정신재활시설,하늘소,서울특별시,양천구,"서울특별시 양천구 화곡로 8길 21-4, 2층"
정신건강기관,기초정신건강복지센터,하동군 정신건강복지센터,경상남도,하동군,경상남도 하동군 하동읍 군청로 31
정신건강기관,정신재활시설,하모니공동생활가정,충청남도,천안시 동남구,충청남도 천안시 동남구 원성8길 16
정신건강기관,정신재활시설,하얀마음,서울특별시,송파구,"서울특별시 송파구 석촌호수로 20길 28-1, 201호"
정신건강기관,광역정신건강복지센터,학교법인 원광학원(원광대학교병원),전라북도,전주시 완산구,전라북도 전주시 완산구 홍산북로 57 아이원빌딩 4층
정신건강기관,정신재활시설,한가정,대전광역시,서구,"대전광역시 서구 남선로 60번길 45, 3층(탄방동)"
정신건강기관,중독관리통합지원센터,한국생명의전화,대전광역시,동구,"대전광역시 동구 동대전로 333, 3층(가양동)"
정신건강기관,정신재활시설,한그루,서울특별시,구로구,"서울특별시 구로구 서해안로 30길 17, 301"
정신건강기관,기초정신건강복지센터,한림대학교 성심병원,경기도,안양시 만안구,경기도 안양시 만안구 문예로 48
정신건강기관,기초정신건강복지센터,한림대학교 춘천성심병원,경기도,가평군,경기도 가평군 가평읍 가화로 155-15
정신건강기관,중독관리통합지원센터,한림대학교 춘천성심병원,강원도,춘천시,강원도 춘천시 삭주로84 수인빌딩3층 
정신건강기관,정신재활시설,한마음세상,서울특별시,강서구,"서울특별시 강서구 초록마을로 32길, 33-18"
정신건강기관,정신재활시설,한마음의집,서울특별시,서대문구,"서울특별시 서대문구 연희로39다길 20, 1층"
정신건강기관,정신재활시설,한마음정신보건재활센터,경상북도,경주시,경상북도 경주시 동성로 35
정신건강기관,정신재활시설,한미래사회복귀센터,부산광역시,부산진구,"부산광역시 부산진구 거제대로 16-4, 4층 "
정신건강기관,기초정신건강복지센터,한별정신건강병원,경기도,김포시,경기도 김포시 사우중로 108보건소 별관2층
정신건강기관,정신재활시설,한빛둥지,대전광역시,서구,대전광역시 서구 변동로 12-1(변동)
정신건강기관,정신재활시설,한빛하우스,서울특별시,서대문구,"서울특별시 서대문구 연희로39다길 20, 2층"
정신건강기관,정신재활시설,한사랑,전라북도,완주군,전라북도 완주군 상관면 신리로 61
정신건강기관,중독관리통합지원센터,한사랑병원,경상남도,김해시,경상남도 김해시 분성로227번길 211호
정신건강기관,기초정신건강복지센터,한서중앙병원,경기도,연천군,"경기도 연천군 은대성로 95, 연천군보건의료원내 연천군정신건강복지센터"
정신건강기관,기초정신건강복지센터,한양대학교 산학협력단,경기도,구리시,경기도 구리시 건원대로 34번길 84 
정신건강기관,기초정신건강복지센터,한양대학교병원,서울특별시,성동구,서울특별시 성동구 행당로12
정신건강기관,정신재활시설,한울림,서울특별시,성북구,서울특별시 성북구 보국문로 6길 5-10번지 202호
정신건강기관,정신요양시설,한울빌리지,충청남도,논산시,충청남도 논산시 양촌면 계백한전길 161
정신건강기관,정신재활시설,한울지역 정신건강센터,서울특별시,관악구,서울특별시 관악구 장군봉길 46
정신건강기관,정신재활시설,한울타리,대전광역시,서구,"대전광역시 서구 도산로 131-1, 3층(도마동)"
정신건강기관,기초정신건강복지센터,함양군 정신건강복지센터,경상남도,함안군,경상남도 함안군 중앙남4길 10
정신건강기관,기초정신건강복지센터,함양군 정신건강복지센터,경상남도,함양군,경상남도 함양군 함양읍 한들로 139
정신건강기관,정신요양시설,함양정신요양원,경상남도,함양군,경상남도 함양군 함양읍 월명길12
정신건강기관,기초정신건강복지센터,함평군 정신건강복지센터,전라남도,함평군,전라남도 함평군 함평읍 중앙길 54-8
정신건강기관,기초정신건강복지센터,합천군 정신건강복지센터,경상남도,합천군,경상남도 합천군 합천읍 동서로39
정신건강기관,기초정신건강복지센터,해남군 정신건강복지센터,전라남도,해남군,전라남도 해남군 해남읍 해남로 46
정신건강기관,정신재활시설,해맑은뜰,서울특별시,은평구,"서울특별시 은평구 갈현로 47길 32-14, 101호"
정신건강기관,정신재활시설,해맑은미소,경기도,안산시 상록구,"경기도 안산시 상록구 태마당로 1길4, c동 101호(부곡동, 양지하이츠빌라)"
정신건강기관,정신재활시설,해바라기,경기도,화성시,"경기도 화성시 병점3로 38-2, 태림빌라다동 101호"
정신건강기관,정신재활시설,해비치,서울특별시,서대문구,서울특별시 서대문구 증가로 24마길 11
정신건강기관,정신재활시설,해사랑,서울특별시,은평구,"서울특별시 은평구 연서로41길 41, 301호"
정신건강기관,정신재활시설,해솔,경기도,성남시 중원구,경기도 성남시 중원구 자혜로 16번길 28-1 401호
정신건강기관,정신재활시설,해오름,서울특별시,마포구,서울특별시 마포구 망원로11길 27-54
정신건강기관,기초정신건강복지센터,해운대백병원,부산광역시,수영구,부산광역시 수영구 수영로 637-5수영구보건소 2층
정신건강기관,기초정신건강복지센터,해운대자명병원,부산광역시,해운대구,"부산광역시 해운대구 양운로 37번길 59, 보건소 내 2층"
정신건강기관,정신재활시설,해인공동생활가정,세종특별자치시,전의면,"세종특별자치시 전의면 산단길 3-11, 정원빌리지 2동 101호"
정신건강기관,정신재활시설,해인정신건강상담센터,대구광역시,중구,"대구광역시 중구 명덕로 261, 2층"
정신건강기관,정신재활시설,해찬솔,대전광역시,대덕구,"대전광역시 대덕구 대덕대로 1587, 금강로하스엘크루103-603호(석봉동)"
정신건강기관,정신재활시설,해피하우스,인천광역시,연수구,"인천광역시 연수구 한나루186번길54, 101호(옥련동)"
정신건강기관,정신재활시설,해피하우스,경기도,평택시,"경기도 평택시 성동로 11번길 20-11, 하애빌라 2동 103호"
정신건강기관,정신재활시설,해피하우스다솜,충청북도,충주시,충청북도 충주시 대소원면 창현로 654-17
정신건강기관,정신재활시설,햇살한줌,대전광역시,대덕구,대전광역시 대덕구 한남로 150번길 16(오정동)
정신건강기관,정신재활시설,행복나무,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 583 대한빌딩 301호
정신건강기관,정신재활시설,행복샘,경기도,수원시 권선구,경기도 수원시 권선구 정조로432 미영A 106동 107호 
정신건강기관,정신재활시설,행복울타리,대전광역시,대덕구,대전광역시 대덕구 대전로 1387번길 28
정신건강기관,정신재활시설,행복을 만드는 집,서울특별시,강북구,서울특별시 강북구 노해로 33길 29-3
정신건강기관,정신재활시설,행복의꿈,충청남도,천안시 동남구,충청남도 천안시 동남구 다가13길 17
